"Gene_A"	"Gene_B"
"MCM2"	"C4B|C4B_2"
"ITGA4"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"RPS2"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"ZSCAN20"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"ELK4"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"MCM5"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"MCM2"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"NAP1L1"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"YWHAZ"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"COASY"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"TRA2A"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"CUL1"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"CUL4A"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"CUL4B"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"NEDD8"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"RAB11B"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"VIRMA"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"CAND1"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"APLF"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"SIRT6"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"TFG"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"COPS5"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"CUL5"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"H2BC1"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"SPIN2B"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"THAP7"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"MTRR"	"H2AC11|H2AC13|H2AC15|H2AC16|H2AC17"
"PGAM1"	"CKMT1A|CKMT1B"
"CRIP1"	"CKMT1A|CKMT1B"
"GALK1"	"CKMT1A|CKMT1B"
"HSPE1"	"CKMT1A|CKMT1B"
"IGBP1"	"CKMT1A|CKMT1B"
"FADD"	"CKMT1A|CKMT1B"
"CUL3"	"CKMT1A|CKMT1B"
"LAMB3"	"CKMT1A|CKMT1B"
"IQCB1"	"CKMT1A|CKMT1B"
"GPD1L"	"CKMT1A|CKMT1B"
"ASB9"	"CKMT1A|CKMT1B"
"CCR5"	"CCL3L1|CCL3L3"
"RPL22"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL13A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS27"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RBM34"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL35"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL27A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS9"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL34"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"TUFM"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MCM2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"SLC25A1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"NAP1L1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"EEFSEC"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS7"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS18"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS29"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS15"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS24"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS25"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS28"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL30"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL39"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS27A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL38"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS21"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"EEF1A1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MRPS10"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MRPS11"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"SRSF3"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"HNRNPU"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"DHX9"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ILF2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ILF3"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CUL1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CUL2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CUL3"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CUL4B"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"LRRK2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"VIRMA"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"VASN"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS27L"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CENPQ"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CAND1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RHOT2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"FTSJ3"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL3L"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"COPS5"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"DCUN1D1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"DDX27"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL10L"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"CDC5L"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MAP3K14"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"KIF2C"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"TXN2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"POLR1B"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MOV10"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"METTL14"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"DDX18"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MRPL22"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"MRPL16"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RRP7A"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"EXOSC1"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL36"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ATP6V1C2"	"MAGEA2|MAGEA2B"
"MAGEA10"	"MAGEA9|MAGEA9B"
"MCM2"	"LGALS7|LGALS7B"
"WIPI1"	"LGALS7|LGALS7B"
"USP38"	"LGALS7|LGALS7B"
"COPS5"	"LGALS7|LGALS7B"
"MAP3K3"	"LGALS7|LGALS7B"
"RBM24"	"LGALS7|LGALS7B"
"USP15"	"LGALS7|LGALS7B"
"RBX1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GRB2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"YWHAZ"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SNRPN"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SKP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ACTG1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"UBE2I"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TUBB4B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GTF2I"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRKDC"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RPL24"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CBX1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ERH"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RBM10"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TFAM"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"U2AF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"XPC"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RPL6"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MLLT1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KMT2A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SSBP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MBTD1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GFPT1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DHX9"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SSRP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RBBP4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"AHNAK"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GTF3C1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SMARCB1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHD3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CDC16"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHAF1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHAF1B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"REST"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HNRNPA0"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CBX3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MAP3K1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ORC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRPF4B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CUL1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CUL2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CUL3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HNRNPD"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TRIM29"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ZMYM3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HLTF"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MCM6"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TRIP12"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MDC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RRP1B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"LBR"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHD4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NUMA1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"WTAP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SUZ12"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"EFTUD2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BRD3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RBBP5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RALBP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SEC23A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TAF5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TAF1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MED1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"EZH2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ZYX"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DDB1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SMN1|SMN2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HIF1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HIST2H2AC"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PDS5A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"LARP7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TAF1B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RRP12"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BRMS1L"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DNTTIP2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RIF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"VIRMA"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRPF8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"WDR82"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SRCAP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CENPQ"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"POGZ"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RAI1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"METTL3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PBRM1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CAND1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CEP57"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KIF18B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GATAD2A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"VRK3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PELP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"INTS1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"STAG2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KMT2C"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRPF31"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GATAD2B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DNAJC9"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DDB2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TOPBP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HSPH1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HDAC2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TAF15"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CELF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"COPS5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"USP7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CUL5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"L3MBTL2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHAMP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ZFR"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"EP400"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ATAD5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SIN3A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"INTS14"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PNKP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RNF2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"POP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TTC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HNRNPAB"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NAP1L4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MAP3K3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MYBBP1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HNRNPUL1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DERL1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CEP250"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PHF20"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
