Chromosome	Start	End	Type	chr	med_start3kb	med_end3kb	enhancer	diff_CNV_intersect	q	G.score	average.amplitude	frequency
1	26902881	26920643	Del	1	26909250	26909546	chr1:26909250-26909546	296	34.935265	0.190065	0.426782	0.415741
1	26921561	27014115	Del	1	26946837	26947249	chr1:26946837-26947249	412	36.11229	0.193073	0.427806	0.416667
1	26921561	27014115	Del	1	26947342	26948198	chr1:26947342-26948198	856	36.11229	0.193073	0.427806	0.416667
1	27015184	27119975	Del	1	27021406	27021810	chr1:27021406-27021810	404	36.086702	0.192972	0.428785	0.416667
1	27015184	27119975	Del	1	27112764	27112917	chr1:27112764-27112917	153	36.086702	0.192972	0.428785	0.416667
1	27150822	27187816	Del	1	27184739	27184972	chr1:27184739-27184972	233	34.375695	0.188461	0.423672	0.418519
1	27150822	27187816	Del	1	27185457	27185720	chr1:27185457-27185720	263	34.375695	0.188461	0.423672	0.418519
1	27150822	27187816	Del	1	27185755	27186143	chr1:27185755-27186143	388	34.375695	0.188461	0.423672	0.418519
1	27188081	27193048	Del	1	27191386	27191927	chr1:27191386-27191927	541	34.701131	0.189464	0.423691	0.419444
1	27327520	27423942	Del	1	27353661	27353962	chr1:27353661-27353962	301	35.297695	0.190967	0.425277	0.419444
1	27327520	27423942	Del	1	27383957	27384315	chr1:27383957-27384315	358	35.297695	0.190967	0.425277	0.419444
1	27327520	27423942	Del	1	27400779	27401092	chr1:27400779-27401092	313	35.297695	0.190967	0.425277	0.419444
1	27644604	27663013	Del	1	27645553	27645918	chr1:27645553-27645918	365	32.313849	0.183048	0.423105	0.412963
1	3368143	3405133	Del	1	3398864	3399114	chr1:3398864-3399114	250	33.08366	0.185053	0.430896	0.394444
1	3772359	4708987	Del	1	3817648	3818071	chr1:3817648-3818071	423	33.121997	0.185153	0.428976	0.396296
14	100006013	100104329	Del	14	100071651	100072022	chr14:100071651-100072022	371	2.318285	0.076888	0.408052	0.296296
14	100198936	100419433	Del	14	100413453	100413552	chr14:100413453-100413552	99	1.917966	0.073981	0.407289	0.294444
14	100198936	100419433	Del	14	100415478	100415881	chr14:100415478-100415881	403	1.917966	0.073981	0.407289	0.294444
14	100435959	100702993	Del	14	100633368	100633655	chr14:100633368-100633655	287	1.687929	0.072177	0.405157	0.291667
14	100435959	100702993	Del	14	100659173	100659604	chr14:100659173-100659604	431	1.687929	0.072177	0.405157	0.291667
14	101620272	102220632	Del	14	102093344	102093687	chr14:102093344-102093687	343	1.719119	0.072477	0.401977	0.287963
14	101620272	102220632	Del	14	102096996	102097188	chr14:102096996-102097188	192	1.719119	0.072477	0.401977	0.287963
14	101620272	102220632	Del	14	102181963	102182125	chr14:102181963-102182125	162	1.719119	0.072477	0.401977	0.287963
14	101620272	102220632	Del	14	102188292	102188876	chr14:102188292-102188876	584	1.719119	0.072477	0.401977	0.287963
14	102225526	102426116	Del	14	102226478	102227031	chr14:102226478-102227031	553	1.352997	0.06947	0.401168	0.287037
14	102225526	102426116	Del	14	102227271	102227509	chr14:102227271-102227509	238	1.352997	0.06947	0.401168	0.287037
14	102225526	102426116	Del	14	102394756	102394884	chr14:102394756-102394884	128	1.352997	0.06947	0.401168	0.287037
14	102225526	102426116	Del	14	102396001	102396203	chr14:102396001-102396203	202	1.352997	0.06947	0.401168	0.287037
14	102429321	102522107	Del	14	102429527	102429743	chr14:102429527-102429743	216	1.17485	0.067866	0.399544	0.283333
14	102523337	102544860	Del	14	102544859	102545271	chr14:102544859-102545271	1	1.277004	0.068768	0.399544	0.283333
14	102545255	102592184	Del	14	102544859	102545271	chr14:102544859-102545271	16	1.557377	0.071174	0.400282	0.282407
14	102972764	103011886	Del	14	102977207	102977381	chr14:102977207-102977381	174	1.713131	0.072377	0.401426	0.286111
14	102972764	103011886	Del	14	102989903	102989915	chr14:102989903-102989915	12	1.713131	0.072377	0.401426	0.286111
14	102972764	103011886	Del	14	102991046	102991386	chr14:102991046-102991386	340	1.713131	0.072377	0.401426	0.286111
14	102972764	103011886	Del	14	102991831	102991939	chr14:102991831-102991939	108	1.713131	0.072377	0.401426	0.286111
14	102972764	103011886	Del	14	102997284	102997579	chr14:102997284-102997579	295	1.713131	0.072377	0.401426	0.286111
14	103202366	103384417	Del	14	103221108	103221258	chr14:103221108-103221258	150	3.015402	0.081499	0.405313	0.284259
14	103560586	103591765	Del	14	103577206	103577606	chr14:103577206-103577606	400	2.10567	0.075385	0.40385	0.287037
14	103560586	103591765	Del	14	103577820	103578081	chr14:103577820-103578081	261	2.10567	0.075385	0.40385	0.287037
14	103560586	103591765	Del	14	103584331	103584767	chr14:103584331-103584767	436	2.10567	0.075385	0.40385	0.287037
14	103560586	103591765	Del	14	103585248	103585668	chr14:103585248-103585668	420	2.10567	0.075385	0.40385	0.287037
14	103604222	103796807	Del	14	103672017	103672095	chr14:103672017-103672095	78	2.274488	0.076587	0.40385	0.287037
14	103604222	103796807	Del	14	103672309	103672597	chr14:103672309-103672597	288	2.274488	0.076587	0.40385	0.287037
14	103604222	103796807	Del	14	103675395	103675682	chr14:103675395-103675682	287	2.274488	0.076587	0.40385	0.287037
14	103604222	103796807	Del	14	103726827	103727460	chr14:103726827-103727460	633	2.274488	0.076587	0.40385	0.287037
14	103604222	103796807	Del	14	103731470	103731636	chr14:103731470-103731636	166	2.274488	0.076587	0.40385	0.287037
14	103814530	103979543	Del	14	103848844	103849188	chr14:103848844-103849188	344	1.995636	0.074583	0.402541	0.286111
14	104018455	104025324	Del	14	104018443	104019067	chr14:104018443-104019067	612	2.159962	0.075786	0.405945	0.289815
14	104198251	104319882	Del	14	104315137	104315546	chr14:104315137-104315546	409	2.063936	0.075084	0.405198	0.288889
14	104322983	104373544	Del	14	104356058	104356494	chr14:104356058-104356494	436	1.954954	0.074282	0.40386	0.288889
14	104575823	104593018	Del	14	104582105	104582467	chr14:104582105-104582467	362	1.827342	0.073279	0.403272	0.284259
14	104575823	104593018	Del	14	104583053	104583460	chr14:104583053-104583460	407	1.827342	0.073279	0.403272	0.284259
14	104594400	104653097	Del	14	104601589	104601707	chr14:104601589-104601707	118	1.815373	0.073179	0.403272	0.284259
14	104779833	105139894	Del	14	105124209	105124541	chr14:105124209-105124541	332	1.715235	0.072377	0.402987	0.284259
14	104779833	105139894	Del	14	105124819	105125041	chr14:105124819-105125041	222	1.715235	0.072377	0.402987	0.284259
14	105140736	105197567	Del	14	105143455	105143754	chr14:105143455-105143754	299	1.405564	0.069871	0.400862	0.280556
14	105140736	105197567	Del	14	105148231	105148612	chr14:105148231-105148612	381	1.405564	0.069871	0.400862	0.280556
14	105140736	105197567	Del	14	105154013	105154712	chr14:105154013-105154712	699	1.405564	0.069871	0.400862	0.280556
14	105260075	105279650	Del	14	105265888	105266206	chr14:105265888-105266206	318	1.396945	0.069871	0.401591	0.27963
14	105280302	105302190	Del	14	105290315	105290696	chr14:105290315-105290696	381	1.514962	0.070773	0.401591	0.27963
14	105280302	105302190	Del	14	105294003	105294327	chr14:105294003-105294327	324	1.514962	0.070773	0.401591	0.27963
14	105303600	105365156	Del	14	105327046	105327788	chr14:105327046-105327788	742	1.650164	0.071876	0.401763	0.280556
14	105303600	105365156	Del	14	105330138	105330246	chr14:105330138-105330246	108	1.650164	0.071876	0.401763	0.280556
14	105365316	105402179	Del	14	105368048	105368162	chr14:105368048-105368162	114	1.685202	0.072177	0.401858	0.282407
14	105489632	105536162	Del	14	105491233	105491512	chr14:105491233-105491512	279	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105493379	105493756	chr14:105493379-105493756	377	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105500263	105500628	chr14:105500263-105500628	365	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105500629	105500990	chr14:105500629-105500990	361	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105502754	105502781	chr14:105502754-105502781	27	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105511213	105511346	chr14:105511213-105511346	133	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105532794	105533222	chr14:105532794-105533222	428	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105533738	105533893	chr14:105533738-105533893	155	1.669215	0.072076	0.398854	0.283333
14	105489632	105536162	Del	14	105536057	105536658	chr14:105536057-105536658	105	1.669215	0.072076	0.398854	0.283333
14	105537249	105654191	Del	14	105537136	105537487	chr14:105537136-105537487	238	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105538797	105539160	chr14:105538797-105539160	363	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105541748	105541955	chr14:105541748-105541955	207	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105546439	105546836	chr14:105546439-105546836	397	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105549558	105549976	chr14:105549558-105549976	418	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105554572	105554923	chr14:105554572-105554923	351	1.799776	0.073079	0.400373	0.285185
14	105537249	105654191	Del	14	105557924	105558306	chr14:105557924-105558306	382	1.799776	0.073079	0.400373	0.285185
14	105935041	105961529	Del	14	105947921	105948133	chr14:105947921-105948133	212	1.961991	0.074282	0.403135	0.286111
14	105935041	105961529	Del	14	105948139	105949025	chr14:105948139-105949025	886	1.961991	0.074282	0.403135	0.286111
14	105935041	105961529	Del	14	105949862	105949973	chr14:105949862-105949973	111	1.961991	0.074282	0.403135	0.286111
14	105935041	105961529	Del	14	105950488	105950604	chr14:105950488-105950604	116	1.961991	0.074282	0.403135	0.286111
14	31882208	31924331	Amp	14	31905446	31905450	chr14:31905446-31905450	4	0.718669	0.145622	0.574315	0.193519
14	32425229	32427778	Amp	14	32425486	32425585	chr14:32425486-32425585	99	0.718669	0.145522	0.573243	0.193519
14	32430429	32481394	Amp	14	32466410	32466788	chr14:32466410-32466788	378	0.662812	0.144306	0.573487	0.192593
14	32430429	32481394	Amp	14	32472672	32472966	chr14:32472672-32472966	294	0.662812	0.144306	0.573487	0.192593
14	32430429	32481394	Amp	14	32477016	32477383	chr14:32477016-32477383	367	0.662812	0.144306	0.573487	0.192593
14	32482665	32487911	Amp	14	32483231	32483453	chr14:32483231-32483453	222	0.828341	0.148011	0.581262	0.192593
14	33374542	33419580	Amp	14	33402784	33403168	chr14:33402784-33403168	384	0.844325	0.148342	0.57747	0.194444
14	35338520	35398807	Amp	14	35346506	35346753	chr14:35346506-35346753	247	1.174796	0.155248	0.576202	0.2
14	35399860	35447298	Amp	14	35399728	35399899	chr14:35399728-35399899	39	1.104198	0.153885	0.575894	0.199074
14	35399860	35447298	Amp	14	35400009	35400627	chr14:35400009-35400627	618	1.104198	0.153885	0.575894	0.199074
14	35399860	35447298	Amp	14	35435578	35435890	chr14:35435578-35435890	312	1.104198	0.153885	0.575894	0.199074
14	35799115	35813697	Amp	14	35802308	35802726	chr14:35802308-35802726	418	1.452966	0.160631	0.574099	0.20463
14	35799115	35813697	Amp	14	35802936	35803364	chr14:35802936-35803364	428	1.452966	0.160631	0.574099	0.20463
14	35799115	35813697	Amp	14	35805683	35806194	chr14:35805683-35806194	511	1.452966	0.160631	0.574099	0.20463
14	35799115	35813697	Amp	14	35810635	35811251	chr14:35810635-35811251	616	1.452966	0.160631	0.574099	0.20463
14	35818276	35822265	Amp	14	35821559	35821658	chr14:35821559-35821658	99	1.353369	0.158709	0.570207	0.20463
14	35825436	35845591	Amp	14	35826010	35826241	chr14:35826010-35826241	231	1.323463	0.158103	0.569106	0.205556
14	35825436	35845591	Amp	14	35828929	35829184	chr14:35828929-35829184	255	1.323463	0.158103	0.569106	0.205556
14	35825436	35845591	Amp	14	35836736	35837242	chr14:35836736-35837242	506	1.323463	0.158103	0.569106	0.205556
14	35825436	35845591	Amp	14	35837875	35838216	chr14:35837875-35838216	341	1.323463	0.158103	0.569106	0.205556
14	35825436	35845591	Amp	14	35839188	35839529	chr14:35839188-35839529	341	1.323463	0.158103	0.569106	0.205556
14	35849470	35880742	Amp	14	35855857	35856187	chr14:35855857-35856187	330	1.264169	0.157022	0.569308	0.20463
14	35849470	35880742	Amp	14	35865196	35865330	chr14:35865196-35865330	134	1.264169	0.157022	0.569308	0.20463
14	35849470	35880742	Amp	14	35869907	35870271	chr14:35869907-35870271	364	1.264169	0.157022	0.569308	0.20463
14	35849470	35880742	Amp	14	35875293	35875611	chr14:35875293-35875611	318	1.264169	0.157022	0.569308	0.20463
14	35849470	35880742	Amp	14	35875800	35875964	chr14:35875800-35875964	164	1.264169	0.157022	0.569308	0.20463
14	35849470	35880742	Amp	14	35876265	35876636	chr14:35876265-35876636	371	1.264169	0.157022	0.569308	0.20463
14	35880818	35890644	Amp	14	35885285	35885710	chr14:35885285-35885710	425	1.347373	0.158594	0.572362	0.20463
14	35880818	35890644	Amp	14	35886115	35886382	chr14:35886115-35886382	267	1.347373	0.158594	0.572362	0.20463
14	37100693	37133608	Amp	14	37119826	37119959	chr14:37119826-37119959	133	0.632521	0.143613	0.572372	0.194444
14	38049107	38056423	Amp	14	38052089	38052429	chr14:38052089-38052429	340	2.935797	0.184449	0.624965	0.203704
14	38049107	38056423	Amp	14	38052956	38053419	chr14:38052956-38053419	463	2.935797	0.184449	0.624965	0.203704
14	38049107	38056423	Amp	14	38054173	38054544	chr14:38054173-38054544	371	2.935797	0.184449	0.624965	0.203704
14	38532901	38546386	Amp	14	38534360	38534722	chr14:38534360-38534722	362	0.657644	0.14423	0.566571	0.194444
14	38532901	38546386	Amp	14	38542945	38543074	chr14:38542945-38543074	129	0.657644	0.14423	0.566571	0.194444
14	38603159	38620168	Amp	14	38614811	38615058	chr14:38614811-38615058	247	0.608022	0.143004	0.57095	0.191667
14	90877636	91005967	Del	14	90988934	90989119	chr14:90988934-90989119	185	4.879024	0.092025	0.419351	0.302778
14	90877636	91005967	Del	14	91002225	91002449	chr14:91002225-91002449	224	4.879024	0.092025	0.419351	0.302778
14	90877636	91005967	Del	14	91002583	91003004	chr14:91002583-91003004	421	4.879024	0.092025	0.419351	0.302778
14	91288107	91531030	Del	14	91295209	91295550	chr14:91295209-91295550	341	4.969048	0.092526	0.41929	0.306481
14	91694311	91734018	Del	14	91694873	91695058	chr14:91694873-91695058	185	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91696123	91696361	chr14:91696123-91696361	238	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91697855	91698086	chr14:91697855-91698086	231	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91723953	91724002	chr14:91723953-91724002	49	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91727497	91727640	chr14:91727497-91727640	143	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91729802	91729926	chr14:91729802-91729926	124	5.270129	0.09403	0.418848	0.309259
14	91694311	91734018	Del	14	91730791	91731194	chr14:91730791-91731194	403	5.270129	0.09403	0.418848	0.309259
14	91890882	92046442	Del	14	91926776	91927002	chr14:91926776-91927002	226	4.409678	0.089519	0.415787	0.307407
14	91890882	92046442	Del	14	91987775	91988051	chr14:91987775-91988051	276	4.409678	0.089519	0.415787	0.307407
14	91890882	92046442	Del	14	92020221	92020609	chr14:92020221-92020609	388	4.409678	0.089519	0.415787	0.307407
14	92966489	93164316	Del	14	92970203	92970533	chr14:92970203-92970533	330	5.029152	0.092827	0.41723	0.302778
14	92966489	93164316	Del	14	92973731	92974009	chr14:92973731-92974009	278	5.029152	0.092827	0.41723	0.302778
14	93223990	93384677	Del	14	93310569	93310815	chr14:93310569-93310815	246	4.571193	0.090421	0.419496	0.303704
14	93223990	93384677	Del	14	93312795	93313160	chr14:93312795-93313160	365	4.571193	0.090421	0.419496	0.303704
14	93587570	93665657	Del	14	93635981	93636377	chr14:93635981-93636377	396	4.255438	0.088717	0.42084	0.300926
14	94398371	94460529	Del	14	94453312	94453802	chr14:94453312-94453802	490	5.317102	0.094231	0.422388	0.302778
14	94583864	94748346	Del	14	94748201	94748526	chr14:94748201-94748526	145	4.952743	0.092426	0.422629	0.302778
14	94748500	94764480	Del	14	94748201	94748526	chr14:94748201-94748526	26	4.732144	0.091223	0.422403	0.302778
14	94795203	94907829	Del	14	94840163	94840451	chr14:94840163-94840451	288	4.709419	0.091123	0.422403	0.302778
14	94795203	94907829	Del	14	94860948	94861396	chr14:94860948-94861396	448	4.709419	0.091123	0.422403	0.302778
14	94795203	94907829	Del	14	94889921	94890056	chr14:94889921-94890056	135	4.709419	0.091123	0.422403	0.302778
14	95054802	95091942	Del	14	95060330	95060702	chr14:95060330-95060702	372	4.560317	0.090321	0.421716	0.302778
14	95054802	95091942	Del	14	95065322	95065753	chr14:95065322-95065753	431	4.560317	0.090321	0.421716	0.302778
14	95054802	95091942	Del	14	95066800	95067322	chr14:95066800-95067322	522	4.560317	0.090321	0.421716	0.302778
14	95054802	95091942	Del	14	95068378	95068532	chr14:95068378-95068532	154	4.560317	0.090321	0.421716	0.302778
14	95115271	95551849	Del	14	95239496	95239653	chr14:95239496-95239653	157	4.753958	0.091324	0.421669	0.303704
14	95115271	95551849	Del	14	95240730	95240950	chr14:95240730-95240950	220	4.753958	0.091324	0.421669	0.303704
14	95607179	95634860	Del	14	95629499	95629761	chr14:95629499-95629761	262	4.245563	0.088617	0.419913	0.302778
14	95635565	95872149	Del	14	95789157	95789358	chr14:95789157-95789358	201	4.20041	0.088416	0.421287	0.302778
14	95635565	95872149	Del	14	95861859	95861987	chr14:95861859-95861987	128	4.20041	0.088416	0.421287	0.302778
14	95943548	95998766	Del	14	95953953	95954283	chr14:95953953-95954283	330	4.454653	0.08972	0.420531	0.300926
14	95943548	95998766	Del	14	95981007	95981377	chr14:95981007-95981377	370	4.454653	0.08972	0.420531	0.300926
14	95943548	95998766	Del	14	95981456	95981771	chr14:95981456-95981771	315	4.454653	0.08972	0.420531	0.300926
14	95943548	95998766	Del	14	95984814	95985165	chr14:95984814-95985165	351	4.454653	0.08972	0.420531	0.300926
14	95943548	95998766	Del	14	95992355	95992583	chr14:95992355-95992583	228	4.454653	0.08972	0.420531	0.300926
14	96004346	96016064	Del	14	96012218	96012367	chr14:96012218-96012367	149	4.405398	0.089519	0.420057	0.3
14	96502486	96667881	Del	14	96520330	96520568	chr14:96520330-96520568	238	3.946514	0.086913	0.419522	0.299074
14	96502486	96667881	Del	14	96592738	96593055	chr14:96592738-96593055	317	3.946514	0.086913	0.419522	0.299074
14	96668230	96719309	Del	14	96718007	96718377	chr14:96718007-96718377	370	3.515766	0.084507	0.415473	0.299074
14	97398875	97995019	Del	14	97925761	97925890	chr14:97925761-97925890	129	3.553604	0.084707	0.412739	0.3
14	97995064	98388254	Del	14	98174056	98174277	chr14:98174056-98174277	221	3.398978	0.083805	0.411973	0.299074
14	98447779	98818109	Del	14	98628838	98629187	chr14:98628838-98629187	349	3.484696	0.084306	0.41179	0.3
14	98818216	99632990	Del	14	99503090	99503470	chr14:99503090-99503470	380	3.871959	0.086512	0.412513	0.3
15	101082063	101129617	Amp	15	101102236	101102405	chr15:101102236-101102405	169	4.558583	0.206222	0.658192	0.167593
15	101250891	101263873	Amp	15	101261855	101262549	chr15:101261855-101262549	694	4.350984	0.203534	0.659581	0.165741
15	101625811	101647076	Amp	15	101631799	101632179	chr15:101631799-101632179	380	5.128799	0.213295	0.682305	0.164815
15	101625811	101647076	Amp	15	101644256	101644549	chr15:101644256-101644549	293	5.128799	0.213295	0.682305	0.164815
15	101647627	101715520	Amp	15	101665058	101665158	chr15:101665058-101665158	100	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101667290	101667533	chr15:101667290-101667533	243	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101667775	101667985	chr15:101667775-101667985	210	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101677566	101677726	chr15:101677566-101677726	160	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101677939	101678117	chr15:101677939-101678117	178	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101690019	101690289	chr15:101690019-101690289	270	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101690439	101690702	chr15:101690439-101690702	263	5.167531	0.213797	0.679697	0.165741
15	101647627	101715520	Amp	15	101711330	101711507	chr15:101711330-101711507	177	5.167531	0.213797	0.679697	0.165741
15	101807374	101823790	Amp	15	101818299	101818511	chr15:101818299-101818511	212	4.622954	0.207043	0.670472	0.163889
15	93102305	93156390	Amp	15	93121727	93122011	chr15:93121727-93122011	284	2.6482	0.180213	0.591613	0.171296
15	93102305	93156390	Amp	15	93130741	93130751	chr15:93130741-93130751	10	2.6482	0.180213	0.591613	0.171296
15	93102305	93156390	Amp	15	93131436	93131762	chr15:93131436-93131762	326	2.6482	0.180213	0.591613	0.171296
15	93102305	93156390	Amp	15	93142854	93143118	chr15:93142854-93143118	264	2.6482	0.180213	0.591613	0.171296
15	93346657	93358990	Amp	15	93354824	93354998	chr15:93354824-93354998	174	3.583298	0.193396	0.623684	0.17037
15	93346657	93358990	Amp	15	93356811	93357105	chr15:93356811-93357105	294	3.583298	0.193396	0.623684	0.17037
15	93359507	93404323	Amp	15	93363497	93364154	chr15:93363497-93364154	657	3.670043	0.194547	0.623287	0.171296
15	93359507	93404323	Amp	15	93374780	93375598	chr15:93374780-93375598	818	3.670043	0.194547	0.623287	0.171296
15	93571796	93580182	Amp	15	93571843	93572426	chr15:93571843-93572426	583	3.497082	0.192228	0.628757	0.168519
15	95753284	95801058	Amp	15	95790334	95790617	chr15:95790334-95790617	283	2.687525	0.180797	0.613825	0.164815
15	95824759	95847081	Amp	15	95830783	95831278	chr15:95830783-95831278	495	2.903029	0.184028	0.618783	0.165741
15	96450622	96496296	Amp	15	96455471	96455904	chr15:96455471-96455904	433	2.83899	0.18311	0.622995	0.167593
15	96549779	96618845	Amp	15	96595737	96596273	chr15:96595737-96596273	536	3.420045	0.191212	0.634583	0.168519
15	96619516	96633011	Amp	15	96630507	96630843	chr15:96630507-96630843	336	3.583298	0.193386	0.639761	0.168519
15	96697932	96736713	Amp	15	96703320	96703585	chr15:96703320-96703585	265	3.258732	0.189029	0.627016	0.17037
15	96799607	96809782	Amp	15	96807705	96807805	chr15:96807705-96807805	100	3.835925	0.196789	0.644525	0.17037
15	96872295	96940083	Amp	15	96884042	96884481	chr15:96884042-96884481	439	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96884534	96884884	chr15:96884534-96884884	350	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96886247	96886633	chr15:96886247-96886633	386	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96890448	96891058	chr15:96890448-96891058	610	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96895727	96895870	chr15:96895727-96895870	143	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96896232	96896529	chr15:96896232-96896529	297	3.591824	0.193582	0.650456	0.168519
15	96872295	96940083	Amp	15	96934309	96934635	chr15:96934309-96934635	326	3.591824	0.193582	0.650456	0.168519
15	98930063	99037869	Amp	15	98957223	98957617	chr15:98957223-98957617	394	9.572569	0.260739	0.775342	0.176852
15	99085513	99120152	Amp	15	99090927	99091248	chr15:99090927-99091248	321	10.329583	0.267901	0.787385	0.177778
15	99085513	99120152	Amp	15	99091450	99092159	chr15:99091450-99092159	709	10.329583	0.267901	0.787385	0.177778
15	99886460	100036738	Amp	15	99943673	99944058	chr15:99943673-99944058	385	4.995133	0.211716	0.675773	0.172222
15	99886460	100036738	Amp	15	99965380	99965718	chr15:99965380-99965718	338	4.995133	0.211716	0.675773	0.172222
15	99886460	100036738	Amp	15	99975346	99975780	chr15:99975346-99975780	434	4.995133	0.211716	0.675773	0.172222
15	99886460	100036738	Amp	15	99992993	99993428	chr15:99992993-99993428	435	4.995133	0.211716	0.675773	0.172222
15	99886460	100036738	Amp	15	99995215	99995527	chr15:99995215-99995527	312	4.995133	0.211716	0.675773	0.172222
15	99886460	100036738	Amp	15	100014381	100014718	chr15:100014381-100014718	337	4.995133	0.211716	0.675773	0.172222
16	31807168	46615362	Del	16	33948799	33949141	chr16:33948799-33949141	342	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	33952235	33952334	chr16:33952235-33952334	99	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	33952793	33953560	chr16:33952793-33953560	767	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	33959236	33959284	chr16:33959236-33959284	48	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	33971109	33971442	chr16:33971109-33971442	333	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	34825389	34825630	chr16:34825389-34825630	241	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	46392244	46392645	chr16:46392244-46392645	401	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	46400054	46400139	chr16:46400054-46400139	85	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	46406585	46406940	chr16:46406585-46406940	355	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	46409326	46409663	chr16:46409326-46409663	337	0.796886	0.064257	0.332863	0.093519
16	31807168	46615362	Del	16	46416882	46417220	chr16:46416882-46417220	338	0.796886	0.064257	0.332863	0.093519
16	75587220	75626039	Del	16	75598847	75599270	chr16:75598847-75599270	423	0.72782	0.063556	0.520392	0.624074
16	75587220	75626039	Del	16	75618166	75618518	chr16:75618166-75618518	352	0.72782	0.063556	0.520392	0.624074
16	77470374	77819474	Del	16	77708958	77709175	chr16:77708958-77709175	217	1.332279	0.06927	0.52014	0.631481
16	79300657	79636816	Del	16	79616815	79617153	chr16:79616815-79617153	338	1.406036	0.069871	0.521222	0.633333
16	79300657	79636816	Del	16	79635433	79635866	chr16:79635433-79635866	433	1.406036	0.069871	0.521222	0.633333
16	79643851	80585079	Del	16	79674460	79674887	chr16:79674460-79674887	427	1.438488	0.070172	0.521032	0.636111
16	79643851	80585079	Del	16	79692252	79692530	chr16:79692252-79692530	278	1.438488	0.070172	0.521032	0.636111
16	79643851	80585079	Del	16	79802428	79802570	chr16:79802428-79802570	142	1.438488	0.070172	0.521032	0.636111
16	79643851	80585079	Del	16	80571434	80571574	chr16:80571434-80571574	140	1.438488	0.070172	0.521032	0.636111
16	79643851	80585079	Del	16	80573994	80574068	chr16:80573994-80574068	74	1.438488	0.070172	0.521032	0.636111
16	80586554	80999941	Del	16	80617475	80617786	chr16:80617475-80617786	311	1.867449	0.07358	0.52193	0.637037
16	80586554	80999941	Del	16	80838768	80839127	chr16:80838768-80839127	359	1.867449	0.07358	0.52193	0.637037
16	80586554	80999941	Del	16	80965900	80966145	chr16:80965900-80966145	245	1.867449	0.07358	0.52193	0.637037
16	80586554	80999941	Del	16	80971971	80972227	chr16:80971971-80972227	256	1.867449	0.07358	0.52193	0.637037
16	81747033	81991424	Del	16	81763852	81764387	chr16:81763852-81764387	535	1.1912	0.068067	0.520823	0.637037
16	82135395	82225566	Del	16	82142537	82142645	chr16:82142537-82142645	108	2.197178	0.075986	0.520566	0.637037
16	82135395	82225566	Del	16	82143008	82143251	chr16:82143008-82143251	243	2.197178	0.075986	0.520566	0.637037
16	82135395	82225566	Del	16	82168947	82168959	chr16:82168947-82168959	12	2.197178	0.075986	0.520566	0.637037
16	82135395	82225566	Del	16	82172740	82172851	chr16:82172740-82172851	111	2.197178	0.075986	0.520566	0.637037
16	82225885	82658728	Del	16	82229421	82230075	chr16:82229421-82230075	654	1.588921	0.071375	0.521252	0.638889
