Disease	Resource	Chr	Strand	Coordinate	Region	ProbeID	GeneID	GeneName	GeneType	TranscriptID	TranscriptName	TranscriptType	Methylation Status	Pvalue	FDR	Methylation Difference	Meancase	Meancontrol
Breast invasive carcinoma	TCGA	chr5	+	140834787	1_exon	cg06938264	ENSG00000204963.5	PCDHA7	protein_coding	ENST00000525929.1	PCDHA7-001	protein_coding	hypermethylation	1.64e-102	1.81e-99	0.361338851948242	0.672593888275438	0.311255036327196
Breast invasive carcinoma	TCGA	chr5	+	140856001	TSS200	cg10519368	ENSG00000250120.5	PCDHA10	protein_coding	ENST00000307360.5	PCDHA10-002	protein_coding	hypermethylation	1.95e-40	5.59e-39	0.302552687076267	0.578478259163563	0.275925572087296
Breast invasive carcinoma	TCGA	chr5	+	141430542	TSS200	cg02452944	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	1.19e-49	5.7e-48	0.352275056442441	0.561024207611325	0.208749151168884
Breast invasive carcinoma	TCGA	chr5	+	141419191	1_exon	cg02707176	ENSG00000254122.2	PCDHGB7	protein_coding	ENST00000398594.3	PCDHGB7-001	protein_coding	hypermethylation	5.55e-84	1.98e-81	0.418338921317565	0.716275710939873	0.297936789622308
Breast invasive carcinoma	TCGA	chr5	+	141421362	1_exon	cg06572465	ENSG00000253873.4	PCDHGA11	protein_coding	ENST00000518882.2	PCDHGA11-003	protein_coding	hypermethylation	2.14e-45	8.16e-44	0.333265048086114	0.414021296673633	0.0807562485875181
Breast invasive carcinoma	TCGA	chr5	+	141373964	TSS200	cg06757585	ENSG00000253731.2	PCDHGA6	protein_coding	ENST00000610583.1	PCDHGA6-002	protein_coding	hypermethylation	1.86e-71	3.16e-69	0.363589123532293	0.649057593227397	0.285468469695104
Breast invasive carcinoma	TCGA	chr5	+	141432075	1_exon	cg07489502	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	1.22e-65	1.46e-63	0.45387148662638	0.566279023481007	0.112407536854626
Breast invasive carcinoma	TCGA	chr5	+	141408056	TSS200	cg09465698	ENSG00000253305.2	PCDHGB6	protein_coding	ENST00000520790.1	PCDHGB6-001	protein_coding	hypermethylation	5.45e-70	8.56e-68	0.445553098165368	0.540042671222486	0.0944895730571181
Breast invasive carcinoma	TCGA	chr5	+	141431353	1_exon	cg09639151	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	3.55e-103	4.18e-100	0.402936443124236	0.615755457454097	0.212819014329861
Breast invasive carcinoma	TCGA	chr5	+	141430556	TSS200	cg12304520	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	5.51e-47	2.3e-45	0.339063385095482	0.671232279089586	0.332168893994104
Breast invasive carcinoma	TCGA	chr5	+	141361653	1_exon	cg15672768	ENSG00000253910.2	PCDHGB2	protein_coding	ENST00000522605.1	PCDHGB2-001	protein_coding	hypermethylation	1.66e-61	1.59e-59	0.321455597551035	0.589165110388242	0.267709512837207
Breast invasive carcinoma	TCGA	chr5	+	141420907	TSS1500	cg17857974	ENSG00000253873.4	PCDHGA11	protein_coding	ENST00000518882.2	PCDHGA11-003	protein_coding	hypermethylation	1.12e-44	4.09e-43	0.313114962812562	0.545028831186304	0.231913868373741
Breast invasive carcinoma	TCGA	chr5	+	141407940	TSS1500	cg18507379	ENSG00000253305.2	PCDHGB6	protein_coding	ENST00000520790.1	PCDHGB6-001	protein_coding	hypermethylation	1.99e-32	3.59e-31	0.318890266450718	0.36147588999051	0.0425856235397925
Breast invasive carcinoma	TCGA	chr5	+	141407937	TSS1500	cg18617005	ENSG00000253305.2	PCDHGB6	protein_coding	ENST00000520790.1	PCDHGB6-001	protein_coding	hypermethylation	3.45e-29	5.11e-28	0.322506944323302	0.376719617879438	0.0542126735561364
Breast invasive carcinoma	TCGA	chr5	+	141343982	5'UTR	cg18781988	ENSG00000254245.2	PCDHGA3	protein_coding	ENST00000253812.7	PCDHGA3-001	protein_coding	hypermethylation	1.01e-31	1.75e-30	0.312473114465922	0.502021564154264	0.189548449688342
Breast invasive carcinoma	TCGA	chr5	+	141344117	1_exon	cg18839637	ENSG00000254245.2	PCDHGA3	protein_coding	ENST00000253812.7	PCDHGA3-001	protein_coding	hypermethylation	1.27e-86	5.6e-84	0.300221347514885	0.675209087953856	0.374987740438971
Breast invasive carcinoma	TCGA	chr5	+	141430866	1_exon	cg21185686	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	1.12e-53	6.77e-52	0.329008936779842	0.537386831686166	0.208377894906324
Breast invasive carcinoma	TCGA	chr5	+	141430539	TSS200	cg21627409	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	9.99e-50	4.82e-48	0.338197964000765	0.470709075367947	0.132511111367182
Breast invasive carcinoma	TCGA	chr5	+	141383015	1_exon	cg22861116	ENSG00000253537.2	PCDHGA7	protein_coding	ENST00000518325.1	PCDHGA7-001	protein_coding	hypermethylation	4.26e-37	1.01e-35	0.338088298265702	0.441277151234292	0.10318885296859
Breast invasive carcinoma	TCGA	chr5	+	141408297	1_exon	cg23034757	ENSG00000253305.2	PCDHGB6	protein_coding	ENST00000520790.1	PCDHGB6-001	protein_coding	hypermethylation	7.99e-59	6.51e-57	0.325745569526896	0.49927060808536	0.173525038558464
Breast invasive carcinoma	TCGA	chr5	+	141431535	1_exon	cg23244790	ENSG00000253159.2	PCDHGA12	protein_coding	ENST00000252085.3	PCDHGA12-001	protein_coding	hypermethylation	2.22e-85	9.09e-83	0.436045694054712	0.515830785095623	0.0797850910409114
Breast invasive carcinoma	TCGA	chr5	+	141398857	1_exon	cg24172509	ENSG00000276547.1	PCDHGB5	protein_coding	ENST00000617380.1	PCDHGB5-001	protein_coding	hypermethylation	1.04e-29	1.59e-28	0.300069990521653	0.645689009854557	0.345619019332904
Breast invasive carcinoma	TCGA	chr5	+	141422865	1_exon	cg26485937	ENSG00000253873.4	PCDHGA11	protein_coding	ENST00000518882.2	PCDHGA11-003	protein_coding	hypermethylation	5.84e-69	8.5e-67	0.324684835238609	0.543302495321598	0.218617660082989
Breast invasive carcinoma	TCGA	chr5	-	141681008	TSS200	cg13712023	ENSG00000120318.14	ARAP3	protein_coding	ENST00000504448.1	ARAP3-005	protein_coding	hypermethylation	7.08e-56	4.86e-54	0.3005276025498	0.643841682057502	0.343314079507702
Breast invasive carcinoma	TCGA	chr5	-	143401933	TSS1500	cg07733851	ENSG00000113580.13	NR3C1	protein_coding	ENST00000502500.1	NR3C1-013	protein_coding	hypermethylation	9.45e-42	2.94e-40	0.324867313406756	0.575335509880618	0.250468196473861
Breast invasive carcinoma	TCGA	chr5	-	143401128	intron	cg08845721	ENSG00000113580.13	NR3C1	protein_coding	ENST00000502500.1	NR3C1-013	protein_coding	hypermethylation	1.5e-89	7.88e-87	0.32339865752488	0.790697141391185	0.467298483866305
Breast invasive carcinoma	TCGA	chr5	-	143401967	TSS1500	cg18998365	ENSG00000113580.13	NR3C1	protein_coding	ENST00000502500.1	NR3C1-013	protein_coding	hypermethylation	1.12e-64	1.26e-62	0.325977579720859	0.653771563720764	0.327793983999905
Breast invasive carcinoma	TCGA	chr5	-	143400689	genebody	cg17342132	ENSG00000113580.13	NR3C1	protein_coding	ENST00000502500.1	NR3C1-013	protein_coding	hypermethylation	2.58e-91	1.52e-88	0.320224238428847	0.752352199062124	0.432127960633278
Breast invasive carcinoma	TCGA	chr5	+	144467799	intron	cg18991165	ENSG00000183775.9	KCTD16	protein_coding	ENST00000507359.3	KCTD16-002	protein_coding	hypomethylation	2.16e-57	1.63e-55	-0.301181445434849	0.448833765724247	0.750015211159096
Breast invasive carcinoma	TCGA	chr5	-	149938106	intron	cg09646173	ENSG00000132915.9	PDE6A	protein_coding	ENST00000613228.1	PDE6A-201	protein_coding	hypomethylation	6.65e-84	2.33e-81	-0.36070616930773	0.389437534984832	0.750143704292562
Breast invasive carcinoma	TCGA	chr5	-	150904857	5'UTR	cg02343823	ENSG00000145908.11	ZNF300	protein_coding	ENST00000394226.2	ZNF300-001	protein_coding	hypermethylation	1.94e-33	3.71e-32	0.34853215907591	0.451114156347512	0.102581997271602
Breast invasive carcinoma	TCGA	chr5	+	157295418	intron	cg05195318	ENSG00000055163.17	CYFIP2	protein_coding	ENST00000618329.3	CYFIP2-002	protein_coding	hypomethylation	4.83e-40	1.36e-38	-0.306389657547098	0.437770588132461	0.744160245679559
Breast invasive carcinoma	TCGA	chr5	-	157574553	intron	cg13667243	ENSG00000135074.14	ADAM19	protein_coding	ENST00000517905.1	ADAM19-003	protein_coding	hypermethylation	1.18e-78	3.06e-76	0.381517097695867	0.636063004562902	0.254545906867035
Breast invasive carcinoma	TCGA	chr5	-	160081658	intron	cg07004950	ENSG00000170234.11	PWWP2A	protein_coding	ENST00000523662.1	PWWP2A-004	protein_coding	hypomethylation	9.7e-66	1.16e-63	-0.311701337135274	0.467850750341901	0.779552087477175
Breast invasive carcinoma	TCGA	chr5	+	161847534	TSS1500	cg26597242	ENSG00000022355.13	GABRA1	protein_coding	ENST00000521339.4	GABRA1-006	protein_coding	hypermethylation	1.1e-59	9.5e-58	0.410768184447555	0.601950393559625	0.19118220911207
Breast invasive carcinoma	TCGA	chr5	+	162068043	1_exon	cg03886192	ENSG00000113327.13	GABRG2	protein_coding	ENST00000361925.7	GABRG2-002	protein_coding	hypermethylation	7.03e-59	5.75e-57	0.406369450929069	0.526658671484515	0.120289220555446
Breast invasive carcinoma	TCGA	chr5	+	167284589	TSS1500	cg09171112	ENSG00000145934.14	TENM2	protein_coding	ENST00000518659.4	TENM2-001	protein_coding	hypomethylation	7.99e-62	7.79e-60	-0.318866497056768	0.33761890133266	0.656485398389428
Breast invasive carcinoma	TCGA	chr5	+	167284682	TSS200	cg16658460	ENSG00000145934.14	TENM2	protein_coding	ENST00000518659.4	TENM2-001	protein_coding	hypomethylation	2.68e-58	2.12e-56	-0.356923618273905	0.46880450859691	0.825728126870815
Breast invasive carcinoma	TCGA	chr5	+	167571723	intron	cg19836145	ENSG00000145934.14	TENM2	protein_coding	ENST00000518659.4	TENM2-001	protein_coding	hypomethylation	2.94e-57	2.19e-55	-0.345243682446985	0.51458409635914	0.859827778806125
Breast invasive carcinoma	TCGA	chr5	+	167511208	intron	cg23167425	ENSG00000145934.14	TENM2	protein_coding	ENST00000518659.4	TENM2-001	protein_coding	hypomethylation	1.12e-35	2.45e-34	-0.317531342521318	0.534881851697054	0.852413194218372
Breast invasive carcinoma	TCGA	chr5	+	168053848	intron	cg05030450	ENSG00000145934.14	TENM2	protein_coding	ENST00000403607.2	TENM2-201	protein_coding	hypomethylation	1.07e-46	4.41e-45	-0.359958618150871	0.500131114748791	0.860089732899662
Breast invasive carcinoma	TCGA	chr5	-	170297652	5'UTR	cg04822621	ENSG00000043462.10	LCP2	protein_coding	ENST00000628092.1	LCP2-201	protein_coding	hypomethylation	1.34e-41	4.12e-40	-0.308052948432343	0.358889416823074	0.666942365255417
Breast invasive carcinoma	TCGA	chr5	-	170298096	TSS1500	cg08670465	ENSG00000043462.10	LCP2	protein_coding	ENST00000628092.1	LCP2-201	protein_coding	hypomethylation	1.32e-37	3.22e-36	-0.304901118854767	0.307336675130367	0.612237793985133
Breast invasive carcinoma	TCGA	chr5	-	170286175	intron	cg21748244	ENSG00000043462.10	LCP2	protein_coding	ENST00000628092.1	LCP2-201	protein_coding	hypomethylation	1.74e-51	9.32e-50	-0.370266610161923	0.5300180051304	0.900284615292323
Breast invasive carcinoma	TCGA	chr5	+	170508193	intron	cg06912936	ENSG00000182132.11	KCNIP1	protein_coding	ENST00000411494.4	KCNIP1-004	protein_coding	hypomethylation	3.03e-40	8.61e-39	-0.300011318419723	0.559371747007276	0.859383065426999
Breast invasive carcinoma	TCGA	chr5	+	170579828	intron	cg17782848	ENSG00000182132.11	KCNIP1	protein_coding	ENST00000411494.4	KCNIP1-004	protein_coding	hypomethylation	3.35e-40	9.48e-39	-0.305040693015888	0.586000146049603	0.891040839065491
Breast invasive carcinoma	TCGA	chr5	+	171309331	5'UTR	cg02743222	ENSG00000164438.5	TLX3	protein_coding	ENST00000296921.5	TLX3-001	protein_coding	hypermethylation	1.66e-35	3.59e-34	0.31011120045083	0.399062345242772	0.0889511447919419
Breast invasive carcinoma	TCGA	chr5	+	171309385	1_exon	cg25720804	ENSG00000164438.5	TLX3	protein_coding	ENST00000296921.5	TLX3-001	protein_coding	hypermethylation	2.31e-45	8.77e-44	0.375097060144012	0.473734953145755	0.0986378930017434
Breast invasive carcinoma	TCGA	chr5	+	171309247	TSS200	cg25942450	ENSG00000164438.5	TLX3	protein_coding	ENST00000296921.5	TLX3-001	protein_coding	hypermethylation	1.46e-42	4.74e-41	0.318729568669738	0.524228256959954	0.205498688290216
Breast invasive carcinoma	TCGA	chr5	+	171309241	TSS200	cg26517714	ENSG00000164438.5	TLX3	protein_coding	ENST00000296921.5	TLX3-001	protein_coding	hypermethylation	1.09e-38	2.83e-37	0.312640785143483	0.434092009542393	0.12145122439891
Breast invasive carcinoma	TCGA	chr5	+	171309273	TSS200	cg26844246	ENSG00000164438.5	TLX3	protein_coding	ENST00000296921.5	TLX3-001	protein_coding	hypermethylation	2.44e-51	1.29e-49	0.359883090729722	0.515202499214105	0.155319408484383
Breast invasive carcinoma	TCGA	chr5	+	171450836	intron	cg07100000	ENSG00000156427.7	FGF18	protein_coding	ENST00000274625.5	FGF18-001	protein_coding	hypermethylation	2.64e-34	5.33e-33	0.316056624628162	0.450111676354341	0.134055051726179
Breast invasive carcinoma	TCGA	chr5	+	171450536	intron	cg24698211	ENSG00000156427.7	FGF18	protein_coding	ENST00000274625.5	FGF18-001	protein_coding	hypermethylation	8.83e-46	3.44e-44	0.306159457293567	0.601832549414673	0.295673092121106
Breast invasive carcinoma	TCGA	chr5	-	172453457	intron	cg05168015	ENSG00000174705.10	SH3PXD2B	protein_coding	ENST00000311601.5	SH3PXD2B-001	protein_coding	hypermethylation	7.13e-36	1.58e-34	0.30122608527936	0.551798270515742	0.250572185236382
Breast invasive carcinoma	TCGA	chr5	+	173891752	TSS1500	cg12665414	ENSG00000113742.11	CPEB4	protein_coding	ENST00000517880.1	CPEB4-006	protein_coding	hypomethylation	1.56e-36	3.57e-35	-0.302847814341022	0.439085943755275	0.741933758096297
Breast invasive carcinoma	TCGA	chr5	-	177400696	TSS200	cg00642460	ENSG00000196570.2	PFN3	protein_coding	ENST00000358571.2	PFN3-001	protein_coding	hypermethylation	3.22e-64	3.52e-62	0.366767108568613	0.481282578316213	0.114515469747599
Breast invasive carcinoma	TCGA	chr5	-	177400670	TSS200	cg06847624	ENSG00000196570.2	PFN3	protein_coding	ENST00000358571.2	PFN3-001	protein_coding	hypermethylation	1.73e-77	4.15e-75	0.419457342983022	0.5851716110732	0.165714268090178
Breast invasive carcinoma	TCGA	chr5	-	177400391	1_exon	cg01287088	ENSG00000196570.2	PFN3	protein_coding	ENST00000358571.2	PFN3-001	protein_coding	hypermethylation	8.43e-102	9.13e-99	0.30301071476631	0.686122980048733	0.383112265282423
Breast invasive carcinoma	TCGA	chr5	-	178590852	TSS1500	cg26996818	ENSG00000050767.14	COL23A1	protein_coding	ENST00000390654.6	COL23A1-001	protein_coding	hypermethylation	2.9e-34	5.83e-33	0.300305099532658	0.429031163642703	0.128726064110045
Breast invasive carcinoma	TCGA	chr5	-	178372204	intron	cg06752267	ENSG00000050767.14	COL23A1	protein_coding	ENST00000390654.6	COL23A1-001	protein_coding	hypermethylation	5.85e-38	1.46e-36	0.302006531575594	0.591272355053685	0.28926582347809
Breast invasive carcinoma	TCGA	chr5	-	178625234	intron	cg08812692	ENSG00000113240.11	CLK4	protein_coding	ENST00000520957.1	CLK4-012	protein_coding	hypermethylation	2.36e-36	5.37e-35	0.300262933558364	0.48955108505162	0.189288151493256
Breast invasive carcinoma	TCGA	chr5	+	178940826	TSS1500	cg24843380	ENSG00000178187.6	ZNF454	protein_coding	ENST00000519564.1	ZNF454-002	protein_coding	hypermethylation	8.62e-33	1.59e-31	0.345525590454564	0.380911497495307	0.035385907040743
Breast invasive carcinoma	TCGA	chr5	+	178941252	5'UTR	cg17840719	ENSG00000178187.6	ZNF454	protein_coding	ENST00000519564.1	ZNF454-002	protein_coding	hypermethylation	5.49e-57	4.02e-55	0.46528682146712	0.556871353442814	0.0915845319756937
Breast invasive carcinoma	TCGA	chr5	+	178954934	intron	cg18358845	ENSG00000178187.6	ZNF454	protein_coding	ENST00000519564.1	ZNF454-002	protein_coding	hypomethylation	3.86e-48	1.72e-46	-0.341804213199946	0.564827445290629	0.906631658490575
Breast invasive carcinoma	TCGA	chr5	-	178995127	intron	cg00582971	ENSG00000113262.13	GRM6	protein_coding	ENST00000517717.1	GRM6-001	protein_coding	hypermethylation	3.96e-42	1.25e-40	0.420877992890774	0.468920153084972	0.0480421601941979
Breast invasive carcinoma	TCGA	chr5	-	178995139	intron	cg19806642	ENSG00000113262.13	GRM6	protein_coding	ENST00000517717.1	GRM6-001	protein_coding	hypermethylation	8.29e-40	2.3e-38	0.348011428724807	0.420081817303884	0.0720703885790767
Breast invasive carcinoma	TCGA	chr5	-	178994710	genebody	cg12483476	ENSG00000113262.13	GRM6	protein_coding	ENST00000517717.1	GRM6-001	protein_coding	hypermethylation	4.97e-43	1.66e-41	0.342575484632736	0.390048215016349	0.0474727303836131
Breast invasive carcinoma	TCGA	chr5	-	179309442	intron	cg18275958	ENSG00000087116.12	ADAMTS2	protein_coding	ENST00000274609.5	ADAMTS2-002	protein_coding	hypomethylation	2.06e-44	7.41e-43	-0.346426338475021	0.509759230887409	0.856185569362431
Breast invasive carcinoma	TCGA	chr5	-	179164478	intron	cg06002305	ENSG00000087116.12	ADAMTS2	protein_coding	ENST00000274609.5	ADAMTS2-002	protein_coding	hypomethylation	1.2e-34	2.47e-33	-0.300326512302028	0.59709318797195	0.897419700273978
Breast invasive carcinoma	TCGA	chr5	-	180352205	intron	cg05904716	ENSG00000131459.11	GFPT2	protein_coding	ENST00000503228.1	GFPT2-002	protein_coding	hypermethylation	8.65e-36	1.9e-34	0.326523240090764	0.612965806201793	0.286442566111029
Breast invasive carcinoma	TCGA	chr6	+	1312976	1_exon	cg26422161	ENSG00000164379.5	FOXQ1	protein_coding	ENST00000296839.3	FOXQ1-001	protein_coding	hypermethylation	2.42e-45	9.2e-44	0.426918207708069	0.510960800025603	0.0840425923175338
Breast invasive carcinoma	TCGA	chr6	-	6007437	intron	cg11564981	ENSG00000124785.7	NRN1	protein_coding	ENST00000616243.1	NRN1-201	protein_coding	hypermethylation	3e-30	4.74e-29	0.327402078417315	0.377026047567421	0.0496239691501067
Breast invasive carcinoma	TCGA	chr6	+	7730836	intron	cg26010756	ENSG00000153162.8	BMP6	protein_coding	ENST00000283147.6	BMP6-001	protein_coding	hypomethylation	7.53e-40	2.09e-38	-0.315140419219674	0.541505694878378	0.856646114098052
Breast invasive carcinoma	TCGA	chr6	+	12749746	1_exon	cg13246235	ENSG00000112137.15	PHACTR1	protein_coding	ENST00000406205.5	PHACTR1-006	protein_coding	hypermethylation	5.48e-47	2.29e-45	0.39965240264212	0.602529215368277	0.202876812726158
Breast invasive carcinoma	TCGA	chr6	-	13413473	intron	cg25529875	ENSG00000145990.9	GFOD1	protein_coding	ENST00000612338.3	GFOD1-201	protein_coding	hypermethylation	1.89e-50	9.5e-49	0.332228628731917	0.715112656230626	0.382884027498709
Breast invasive carcinoma	TCGA	chr6	-	13695511	intron	cg08622666	ENSG00000010017.12	RANBP9	protein_coding	ENST00000011619.5	RANBP9-001	protein_coding	hypomethylation	1.59e-61	1.53e-59	-0.394949665089008	0.339284771728491	0.734234436817499
Breast invasive carcinoma	TCGA	chr6	+	15455971	intron	cg06607519	ENSG00000008083.12	JARID2	protein_coding	ENST00000397311.4	JARID2-201	protein_coding	hypomethylation	9.65e-67	1.23e-64	-0.355053503457509	0.42403485572827	0.779088359185779
Breast invasive carcinoma	TCGA	chr6	-	16337690	intron	cg24831711	ENSG00000124788.16	ATXN1	protein_coding	ENST00000436367.4	ATXN1-201	protein_coding	hypermethylation	2.25e-53	1.33e-51	0.344808465917267	0.582369389138788	0.237560923221521
Breast invasive carcinoma	TCGA	chr6	-	24936737	intron	cg10699171	ENSG00000111913.14	FAM65B	protein_coding	ENST00000510784.5	FAM65B-201	protein_coding	hypomethylation	6.3e-86	2.68e-83	-0.398267196788068	0.336234619587145	0.734501816375213
Breast invasive carcinoma	TCGA	chr6	-	24930743	intron	cg04094225	ENSG00000111913.14	FAM65B	protein_coding	ENST00000510784.5	FAM65B-201	protein_coding	hypermethylation	6.21e-106	8.39e-103	0.344792839402051	0.806570872096483	0.461778032694433
Breast invasive carcinoma	TCGA	chr6	-	26017830	TSS200	cg14703002	ENSG00000124610.4	HIST1H1A	protein_coding	ENST00000244573.4	HIST1H1A-002	protein_coding	hypermethylation	1.12e-32	2.05e-31	0.329692034424963	0.391080495078395	0.061388460653432
Breast invasive carcinoma	TCGA	chr6	-	26017856	TSS200	cg15741433	ENSG00000124610.4	HIST1H1A	protein_coding	ENST00000244573.4	HIST1H1A-002	protein_coding	hypermethylation	6.42e-36	1.42e-34	0.343727769994955	0.52323213337132	0.179504363376365
Breast invasive carcinoma	TCGA	chr6	-	26017391	1_exon	cg08511651	ENSG00000124610.4	HIST1H1A	protein_coding	ENST00000244573.4	HIST1H1A-002	protein_coding	hypermethylation	4.62e-29	6.78e-28	0.314232593254335	0.486197226265069	0.171964633010735
Breast invasive carcinoma	TCGA	chr6	+	26240291	TSS200	cg12260798	ENSG00000274618.1	HIST1H4F	protein_coding	ENST00000244537.5	HIST1H4F-001	protein_coding	hypermethylation	2.06e-32	3.71e-31	0.330426113992299	0.456494522332924	0.126068408340625
Breast invasive carcinoma	TCGA	chr6	+	26240300	TSS200	cg22723502	ENSG00000274618.1	HIST1H4F	protein_coding	ENST00000244537.5	HIST1H4F-001	protein_coding	hypermethylation	4.09e-30	6.41e-29	0.339450483415961	0.417736313345128	0.0782858299291669
Breast invasive carcinoma	TCGA	chr6	+	26240711	1_exon	cg21425842	ENSG00000274618.1	HIST1H4F	protein_coding	ENST00000244537.5	HIST1H4F-001	protein_coding	hypermethylation	3.01e-28	4.19e-27	0.30422812896942	0.392604935929654	0.088376806960234
Breast invasive carcinoma	TCGA	chr6	+	27811058	3'UTR	cg02805890	ENSG00000278828.1	HIST1H3H	protein_coding	ENST00000369163.3	HIST1H3H-001	protein_coding	hypomethylation	5.14e-54	3.19e-52	-0.31982781110436	0.25524136810525	0.57506917920961
Breast invasive carcinoma	TCGA	chr6	+	27815276	1_exon	cg17736443	ENSG00000273703.1	HIST1H2BM	protein_coding	ENST00000621112.1	HIST1H2BM-001	protein_coding	hypermethylation	1.17e-27	1.58e-26	0.34299260771672	0.39048167875238	0.04748907103566
Breast invasive carcinoma	TCGA	chr6	+	28258316	TSS1500	cg26881102	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypomethylation	2.67e-42	8.55e-41	-0.301234423368263	0.557605430887	0.858839854255263
Breast invasive carcinoma	TCGA	chr6	+	28259313	TSS200	cg01031101	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	1.67e-91	1.01e-88	0.434285730245743	0.570535870232208	0.136250139986465
Breast invasive carcinoma	TCGA	chr6	+	28259315	TSS200	cg09523275	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	2.11e-87	9.58e-85	0.352422708771241	0.590384661422912	0.23796195265167
Breast invasive carcinoma	TCGA	chr6	+	28259307	TSS200	cg10253847	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	8.09e-80	2.25e-77	0.394750433411772	0.441529223553053	0.046778790141281
Breast invasive carcinoma	TCGA	chr6	+	28259290	TSS200	cg17384889	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	1.43e-71	2.45e-69	0.403038399941098	0.461308079737423	0.0582696797963243
Breast invasive carcinoma	TCGA	chr6	+	28259301	TSS200	cg18694169	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	8.48e-99	7.57e-96	0.385112229611957	0.473082096625777	0.0879698670138196
Breast invasive carcinoma	TCGA	chr6	+	28259614	1_exon	cg02578944	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	2.26e-115	5.79e-112	0.327659344567828	0.861387096288494	0.533727751720666
Breast invasive carcinoma	TCGA	chr6	+	28259349	5'UTR	cg18675097	ENSG00000189134.3	NKAPL	protein_coding	ENST00000343684.3	NKAPL-001	protein_coding	hypermethylation	8.58e-166	2.48e-161	0.50774694338664	0.734483526911354	0.226736583524714
Breast invasive carcinoma	TCGA	chr6	-	28400106	TSS1500	cg07660236	ENSG00000158691.13	ZSCAN12	protein_coding	ENST00000396827.3	ZSCAN12-201	protein_coding	hypermethylation	2.1e-62	2.11e-60	0.32911296041843	0.567658696978124	0.238545736559694
Breast invasive carcinoma	TCGA	chr6	-	28400121	TSS1500	cg21488066	ENSG00000158691.13	ZSCAN12	protein_coding	ENST00000396827.3	ZSCAN12-201	protein_coding	hypermethylation	6.95e-56	4.77e-54	0.305355826672589	0.594078716185783	0.288722889513194
Breast invasive carcinoma	TCGA	chr6	-	28399633	intron	cg02622316	ENSG00000158691.13	ZSCAN12	protein_coding	ENST00000396827.3	ZSCAN12-201	protein_coding	hypermethylation	2.3e-40	6.57e-39	0.310640766243392	0.394699702499557	0.0840589362561651
Breast invasive carcinoma	TCGA	chr6	-	28396580	intron	cg12297501	ENSG00000158691.13	ZSCAN12	protein_coding	ENST00000396827.3	ZSCAN12-201	protein_coding	hypomethylation	1.8e-50	9.06e-49	-0.300465072686608	0.522966596900483	0.823431669587091
Breast invasive carcinoma	TCGA	chr6	+	29306950	1_exon	cg10643236	ENSG00000204695.3	OR14J1	protein_coding	ENST00000377160.3	OR14J1-001	protein_coding	hypomethylation	1.26e-43	4.35e-42	-0.306317935320818	0.496653600027392	0.80297153534821
Breast invasive carcinoma	TCGA	chr6	+	29306843	1_exon	cg25267258	ENSG00000204695.3	OR14J1	protein_coding	ENST00000377160.3	OR14J1-001	protein_coding	hypomethylation	1.14e-35	2.48e-34	-0.407938046103462	0.470457062513833	0.878395108617295
Breast invasive carcinoma	TCGA	chr6	-	29426734	1_exon	cg16057401	ENSG00000204694.9	OR11A1	protein_coding	ENST00000377147.2	OR11A1-201	protein_coding	hypomethylation	1.18e-32	2.16e-31	-0.30619608492699	0.592952448856985	0.899148533783975
Breast invasive carcinoma	TCGA	chr6	-	29427086	1_exon	cg24950947	ENSG00000204694.9	OR11A1	protein_coding	ENST00000377147.2	OR11A1-201	protein_coding	hypomethylation	6.63e-31	1.09e-29	-0.310766815524761	0.569265343941275	0.880032159466036
Breast invasive carcinoma	TCGA	chr6	-	29436205	intron	cg01386157	ENSG00000204694.9	OR11A1	protein_coding	ENST00000377149.4	OR11A1-002	protein_coding	hypomethylation	2.04e-53	1.22e-51	-0.313840431110429	0.331089472055056	0.644929903165485
Breast invasive carcinoma	TCGA	chr6	-	29448318	intron	cg04745064	ENSG00000204694.9	OR11A1	protein_coding	ENST00000377149.4	OR11A1-002	protein_coding	hypomethylation	5.08e-44	1.8e-42	-0.31765018380161	0.346611063762957	0.664261247564567
