enhancer	Mutation.Status	Methylation.Status	CNV.Status	regualation_class	Methylation_1	Methylation_2	CNV_1	CNV_2	regualation_1	regualation_2	Mutation_1
chr10:5593718-5593999	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:5596279-5596669	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:5638863-5639270	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr10:8077253-8077826	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:8088862-8088888	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr10:8089680-8090146	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr10:8090455-8090655	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:8903701-8904023	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:8907472-8907746	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9013579-9013972	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr10:9017648-9017767	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9042425-9042760	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9057533-9057704	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9076423-9076646	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9115735-9116358	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr10:9228708-9229315	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr11:2286743-2287171	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr11:35052236-35052689	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr11:45000515-45000921	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr12:13034551-13034650	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr12:53445016-53445392	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr14:103577206-103577606	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr14:105154013-105154712	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr14:22855094-22855648	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr14:35802936-35803364	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr14:35810635-35811251	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr14:35821559-35821658	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr14:38542945-38543074	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr14:95060330-95060702	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr15:99992993-99993428	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr16:1341001-1341384	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr16:87098907-87099213	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr16:87981759-87982021	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr16:88299166-88299470	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr16:891857-892147	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr18:3305401-3305555	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr18:77723013-77723575	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr19:823657-823956	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr2:242954051-242954322	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr20:20188538-20188860	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr20:46417679-46418052	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:46556797-46557054	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:46620819-46621265	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:46653872-46653986	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:46700957-46701130	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:46704624-46705027	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr20:48924890-48925591	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr20:49346260-49347200	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:52355086-52355238	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:52514730-52515023	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:52550838-52551665	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr20:52551883-52552311	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr20:56010646-56011025	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:56291330-56291601	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:56293544-56293843	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:56592800-56593208	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:60943690-60943839	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:60944265-60944566	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr20:61192605-61193059	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr20:61505589-61505880	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr20:62170184-62170345	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr21:44830426-44830842	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr21:46786853-46787266	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr22:35529944-35530291	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr3:141174545-141175038	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr3:141175186-141175511	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr3:149960024-149960302	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:150457276-150457594	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:172304233-172304595	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:172325180-172325357	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:176439687-176439857	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:177623981-177624160	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:193822220-193822536	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:193858651-193858843	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:194022185-194022450	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:194040514-194040910	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:194041526-194041906	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr3:197033346-197033465	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr4:3463022-3463837	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr4:88480669-88480961	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr5:1313264-1313453	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr5:1315765-1316275	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr5:1316464-1316882	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr5:14142332-14142650	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr5:173957114-173957459	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr5:957095-957485	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr5:957591-958302	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr5:964244-964536	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr5:964858-965249	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr6:138019778-138020625	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr6:138045007-138045495	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr6:14542467-14542693	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr6:14658378-14658636	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr6:14889640-14889747	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr6:14910842-14911169	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr6:168216462-168216639	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr6:169556642-169556776	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr6:169569548-169569688	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr6:169572627-169572772	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr6:170589556-170589600	Non_mutation	Hypomethylation	Del	Upregulated	1	0	1	0	0	1	0
chr7:86948267-86948659	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr8:101427912-101428321	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr8:101444913-101445066	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:101450289-101450675	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:101476271-101476730	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:101500158-101500422	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:101512336-101512720	Non_mutation	Hypermethylation	Amp	Upregulated	0	1	0	1	0	1	0
chr8:102135026-102135273	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:102388506-102388737	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:102423654-102423774	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:102478937-102479163	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr8:116990613-116990894	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:117000021-117000603	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:117049380-117049760	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:117070380-117070761	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:117175146-117175377	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:117235182-117235423	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr8:119808728-119809168	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:119879416-119879736	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:120124666-120124779	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr8:124678761-124678897	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:125212215-125212575	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:128911546-128911899	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:129002909-129003328	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:129114844-129115073	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:129115789-129116244	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:129163348-129163834	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:129180743-129180870	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:130697904-130698138	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:130703284-130703457	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:131054431-131054834	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:134156406-134156683	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:134368494-134368766	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:144360422-144361034	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr8:144443049-144443270	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:49321087-49321473	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:61816296-61816572	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:61816883-61817210	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:61819241-61819611	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:61835199-61835395	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:61841765-61842074	Non_mutation	Hypomethylation	Amp	Upregulated	1	0	0	1	0	1	0
chr8:61910193-61910315	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:66893726-66894034	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:66894095-66894367	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:69834272-69834684	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:70310732-70311124	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:96129740-96130058	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:96193707-96193951	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:96194640-96194860	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr8:96197025-96197314	Non_mutation	Non_methylation	Amp	Upregulated	0	0	0	1	0	1	0
chr9:132241150-132241608	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr9:133776271-133776620	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chr9:139892330-139892637	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
chrX:149369210-149369612	Non_mutation	Hypomethylation	Non_CNV	Upregulated	1	0	0	0	0	1	0
