gene_name	log2FC
RAB17	1.01219008216935
MLPH	1.53977820783833
PSMD3	1.38932253785003
RAPGEFL1	1.33430629629601
KRT24	1.69202558837733
MECOM	-1.19687748172972
LRRC31	2.4003453445047
FNDC4	-1.4317130099418
EFR3B	1.26534861027787
CSPG5	1.04973638799221
TP63	-2.54681770187632
ITGA9	-1.20996510266397
PLPP1	-1.78937085116731
MMRN1	-3.35763636766497
PRDM5	-1.20076192601664
KLF1	1.74269933239669
RIMS1	1.50870401587869
C3orf52	1.58371668063456
PPARGC1A	-1.22553872994421
F13A1	-1.36840694560452
CXCL9	3.15067752431553
ANXA3	-1.24535771589126
PDE8B	-1.36228486952393
ACAD11	-1.0670101284671
GALNT7	1.28512737073613
BST1	-1.12751594248609
KNG1	1.30634834521673
DEPDC1B	2.88393268807724
MGLL	-2.25118602237319
MCM2	1.80145694408438
KIAA1257	1.36358531849189
NPR3	-2.01905602325675
VCAN	1.58133629615293
RASGRF2	-1.44623291327669
SLC1A3	-1.38239775227146
ARRDC3	-1.37649423018202
CENPE	2.61956323603491
LEF1	2.03140839580771
EGF	-1.35305122187271
TLE4	-1.2655700291806
PECR	-1.36973938026445
PITX1	3.88425329442697
FSTL4	1.7392747147251
SEMA3A	-1.50631204732244
NRP1	-1.17195934813551
COL6A5	3.52632900285232
APBA1	-1.21315223905726
PIP5K1B	-1.0693423149848
UGT2B10	2.01793724816281
STAP1	1.15601982105609
ADGRF5	-1.94774945177548
POLB	1.0006974314263
ADH4	-2.29215991138695
ABCC5	1.14560222806987
CLCN2	1.36030384122011
LAMP3	1.86604247849929
NPTX2	1.88843879147556
GAL	2.41980741024617
TCIRG1	1.08068524895656
ADAM18	2.3438205196315
ADAM2	1.70464712314267
PRKAR2B	-2.52843658176172
ABCB1	-2.02675438555544
DBF4	1.22586882609974
SGCE	-1.0669774905284
ANLN	3.38252231814516
GTF2IRD1	1.07999431140002
DMTN	-1.2126703439734
SLC18A1	1.51230180499703
RUNX1T1	-1.64448940724335
ADAP1	1.22496183334376
SQLE	2.30218040629355
BRINP1	-1.69595163985864
KCNC1	1.14538536164511
HPX	2.02358189568089
MLN	1.53853136631196
HYAL1	-1.53080388247601
CACNA2D2	1.22362085041487
SLIT1	1.79840576683909
SLC5A4	-1.28672454324457
SLC5A1	-1.01041769598903
MTFP1	1.53337123127631
TEF	-1.37918657575956
B4GALNT3	1.76514749705622
ERP27	1.5868569941538
GABARAPL1	-1.52461151883017
PIK3C2G	-2.5595355630955
PLCZ1	-2.93330840534921
SLCO1C1	-2.06980733557838
CD27	1.10589873054413
SLC6A15	1.1072374015162
AMDHD1	1.12013990699097
ASCL1	6.18553290544003
GAS2L3	1.29150385475686
GPR84	1.91757652919953
NPFF	1.96715188233714
ITGB7	1.08053158473145
ERBB3	1.02635655798741
ESYT1	-1.05562613775374
RHOF	1.78712176277526
DIAPH3	2.22973899519665
RNF113B	2.80311584549114
ZIC5	3.12896920561184
SSTR1	-2.35505016611396
REM2	1.80772112513578
PELI2	-1.67046232749348
ESR2	-1.46694820370419
FAM181A	-2.01697995360909
FBLN5	-1.82047210412286
SORD	1.78574426199779
SLC27A2	1.12394741119273
FGF7	-1.47930061670491
MYZAP	-3.43779004420292
RAD51	2.49462198566066
BCL2A1	1.34662717499243
ARRDC4	-1.02521100367171
PIF1	2.06652044840243
CYP11A1	-1.55323708492087
RLBP1	1.3858408371976
TICRR	2.10653649729662
ST8SIA2	-1.6133454805644
SEPTIN12	1.93759570749356
ABAT	1.26742939191642
PMM2	1.10633795254526
NUDT7	-1.39621061227603
CDH11	1.57612780772813
CDH13	-1.44268068575051
ADAD2	-1.27572097663194
CPNE7	2.56186285653077
EPN3	2.20662390311347
SPATA22	-1.48655694593964
LRRC46	2.11151700778438
ABCA8	-3.85160001125347
ABCA10	-3.13479229991833
C17orf64	-1.10885891242549
CDH2	2.38526125032609
GNAL	-2.06269967784719
SLC39A6	1.68001258312232
ASXL3	-1.24914216422954
LAMA3	-1.76166659830635
GREB1L	1.28140271554198
CBX8	1.49967661607845
SECTM1	1.4889187407546
RNF157	-1.7627023806534
CEP131	1.00398519566693
CBX4	1.7264815667468
CBX2	2.70353979466804
CBLN2	5.66948159927729
PMAIP1	1.77210097661618
ERBB2	1.93227431091098
PNMT	1.94155500193068
MISP3	1.53707733818043
SAMD1	1.13972908692294
CIB3	3.12376975920997
CALR3	1.43472610117
DMRTC2	1.48335115162503
LRRC56	1.67394838436074
DNMT3L	2.06082916713892
DOP1B	1.19162209426748
IL19	3.20351319248585
LMTK3	1.35352233504875
CBLC	1.47941898789907
WDR62	2.5458728649298
FBN3	1.67047083401114
TM4SF5	1.8705469358708
SPIB	2.00373647504642
RCN3	1.09849142110152
PRDM16	-1.44523858889346
EVA1B	1.55782839621222
PLK4	1.74746552106974
TINAGL1	-1.62239767532705
PROK1	-2.19798614408111
ILDR2	2.02652031468409
NUF2	3.75867596493925
FCRL4	3.50330478659953
S100A11	1.19642328290785
ADAMTSL4	-1.76640916278103
CERS2	1.32004629046576
KCNH1	2.91302256979506
CRNN	1.30900458281134
JTB	1.1028868642921
TPM3	1.26192642091058
CREB3L4	1.67460312943161
CAPN9	2.72746854429492
ARF1	1.06089880374996
C1orf35	1.23307629449733
PPFIA4	1.5995266061431
OSR1	-1.93389194202709
ABCG8	-1.70440944803393
TRIM43	1.24378280845154
ANKRD53	-2.68501033572512
SFXN5	1.22620231999292
SULT1C4	-1.10296989976051
SLC20A1	1.13993144608586
CNGA3	1.39773155546348
THSD7B	-1.94221156069111
GPR17	-2.22878894146419
SLC4A10	1.34200694347409
TMEFF2	-1.98254309038986
ABCA12	1.254223060383
ACKR3	-1.8204657753392
HES6	2.86057960577072
CPNE9	1.20716411119644
MARCHF4	3.59482431736703
RBMS3	-2.12353389392386
CSRNP1	-1.89806075597862
ADGRG7	2.51599331044555
TAGLN3	1.72577735013991
BOC	-1.53805291652099
ALDH1L1	-4.55679078667733
TRPC1	-1.22210442422428
STXBP5L	2.81857794749181
ILDR1	1.02779781236566
SLIT2	-1.39929534004054
AHSG	1.60422275755922
VWA5B2	1.96598134136503
CORIN	1.63528634378127
OCIAD2	1.07286951499667
SLC10A4	1.27373951294575
SLC10A6	-1.92491107590201
GC	1.98186072170864
CCNA2	2.83352729933935
USP53	-1.22704040268717
GLRA3	-1.19148376825766
ROPN1L	1.68739780308385
NKD2	1.30977493211782
CDH18	1.40916788759004
GZMA	1.03029314313822
HAPLN1	4.89198659160879
CRHBP	-3.90570158835245
LIX1	1.12775180600886
SPATA9	-1.75381330711388
ADAMTS19	2.36077408666316
ARHGAP26	-1.00774945630104
SLC25A48	1.73546893836705
IL9	1.01828733414091
N4BP3	1.84470486828142
KCNMB1	-2.2375486164003
PSD2	-1.84407884478274
LRRTM2	-1.49299376570583
DAAM2	-1.74064170942451
SCUBE3	2.8620496883303
ANO7	1.38362875296306
NFKBIE	1.18322044999313
CYP39A1	-1.19937424344862
GPR6	2.27431216162666
SLC2A12	-1.02124664691548
QKI	-1.23388852349603
SLC22A3	-2.84555755902805
EGFR	-1.70280515818653
CDCA5	3.08894544407428
IGFBP1	-2.73203514013288
PSPH	1.1876389858329
ASB15	1.14744665492514
STRA8	3.92429765048092
NLGN4X	-1.06283138168171
DENND2A	-2.00286237720264
TMEM47	-1.31638270997639
CHST7	-1.09650798064761
FRMPD3	1.94986167280685
HTR2C	2.73795515128987
DOCK11	-2.31070522538879
ARHGAP36	-1.81881015475255
DLC1	-1.77813160232159
MAGEA4	5.42574517800901
ADRA1A	-3.50995554094579
CHRNA6	4.04993037501644
TACC1	-1.81095473545629
GINS4	1.82655354434265
DNAJC5B	1.03863419496432
PSKH2	1.85004210900063
RSPO2	2.41287523268953
FAM83A	2.70042014119719
GSDMC	2.17243219459708
ARHGAP39	1.69382158675936
SLC39A4	1.88954073085247
IFNK	2.38822212522353
CNTNAP3B	-2.76123961142685
NTRK2	-2.61683009223281
LCN2	1.00649012796182
PAEP	1.04327898038417
CACNA1B	2.53273731708189
ABLIM1	-1.43424039253901
ADD3	-1.37531841054645
VAX1	3.80781641676191
TCF7L2	-1.0774842554405
SORBS1	-3.68494402867245
ADM	-1.37636039183267
GAS2	-1.11067041236087
SAA4	-1.99526237858269
SCGB1A1	-1.13499445615444
TNNT3	-3.05540778038014
SLC1A2	1.39390509856766
GLYAT	-4.88444186498122
SERPING1	-1.29360455566371
CCDC82	-1.26661189140159
PAK1	1.02581551051631
ZC3H12C	-1.41902509398502
ST14	1.04586002030033
FADS3	-1.50695576556516
PLCH2	-1.29575794405553
BSCL2	1.13516531792571
CHEK1	1.52533262544896
FEZ1	-1.38643796886384
ESAM	-1.18688979360146
SCN2B	-2.61388599837498
TAGLN	-1.24911675934132
DUSP15	1.16736157934157
MYL9	-1.40195187900676
OCSTAMP	1.15323227282932
CABLES2	1.24139179601817
GPHA2	2.06784813391451
CDC42EP2	-1.18549976720893
PPP4C	1.34009677121298
TLCD3B	2.09347019490747
MMP10	3.7737308401738
CNKSR2	-2.04545739096981
CNTN5	2.60717414384081
DUSP6	-1.44636148160209
KLRF1	-1.14236740490964
PRB4	3.06195100137754
ARID5B	-1.48330921102852
FAM124A	-1.03597531812957
ADRA2A	-1.43228338510906
DLG2	-1.0164613154305
CCDC83	1.13660498775637
PRSS23	1.02063167302227
C11orf53	-1.75068815510894
IL18	1.18881055347737
SLC5A12	1.78444494359905
FREM2	1.41299592189728
CRIM1	-1.67987474502095
SLC7A11	2.08625888902065
THRB	-1.47627297831301
AKAP6	-1.52106745848141
THRSP	-2.83723562604529
MYCN	1.73087229076716
EPS8	-1.08479840771527
MUC15	-1.33212644780839
FLI1	-1.16552060514713
CENPU	2.35405164775136
ACSL1	-2.8242843292839
CCDC175	2.27100670577268
NVL	1.3365887225033
GLT1D1	-1.11189246240012
KCNE4	2.42551926494763
TNFSF4	1.82506678850193
MZT2B	1.44344702001608
CFC1B	1.62905780279904
GPATCH11	-1.11293204756306
TMEM178A	-2.12603918537641
ARL11	1.0851433765398
SPC25	2.54654517968071
PDE3B	-3.75557661562523
BOLL	1.1687797467831
ZSCAN1	1.52995342153729
ZFP36L2	-1.14600573451983
PLEKHH2	-1.54553929564147
YAP1	-1.10330758340771
IGSF10	-2.50889786493639
SPARCL1	-1.73286183608122
DSPP	3.14683876826214
DMP1	3.4690407608268
GRIA4	-3.19726746704055
UGT3A2	1.23634627797259
OTX1	2.5351387113845
CCNO	2.49968578769766
ITGA1	-1.22879335189401
BMP3	-3.38254444591777
ADAMTS18	-1.65238842313661
RAB3C	-1.59318973542884
JAKMIP1	2.78221422474786
ZIC1	2.43852853075749
CPB1	4.24976353750279
CENPH	1.01114039877736
TEKT5	1.82908558181678
BMP6	-1.87631102103502
PLA2R1	-1.4629050698996
SCN3A	-2.79186407757418
SCN2A	-2.30207122816148
FEZF2	-2.64679991407453
CADPS	1.76838551801557
ADGRF4	3.44576770720381
FRMD1	-3.70968350141506
FAM81B	1.33739041587738
LPCAT1	1.26650233235547
NMRAL1	1.14899617988037
SERPINB3	1.55402646423726
HGD	1.14404394611022
TGIF2LX	2.87160747070777
HOXA10	-1.43824239481188
KCNJ16	-2.74706612680768
MCOLN2	1.19069441169676
HS3ST3A1	2.08505602192359
SEMA3D	-2.05157115433724
CHST9	-2.26102232411008
JPH3	2.43748393278766
OR8A1	2.17504945239415
PANX3	2.00139394231557
GPR15	-1.52768718058716
ABI3BP	-2.1285756634754
ABCA6	-2.52045085996583
ATP8B4	-1.33005743820785
WNT3A	1.18898868945311
TRIM11	1.36917858888684
OSCAR	1.25264639000955
GPR26	2.88512130339704
C10orf90	-2.4421787986453
PDLIM3	-2.44306619214955
SORBS2	-1.03045233146936
TMSB4Y	1.29840389062419
TMPRSS15	1.06889809526507
NCAM2	1.47899681143253
SEL1L2	-3.72348974735899
ADAMTS1	-2.22568919759087
ADAMTS5	-3.04531114608998
ACAA2	-1.22132623844678
SKA1	2.930002397653
SAMD14	1.99291593260394
CA3	-3.73770505107259
KLF10	-1.24500988060955
PIP4P2	-1.00060969508227
GRAMD2B	-1.45546446810317
MAGEC1	3.87056830422724
LRGUK	1.04740834876766
C1orf112	1.40450875643457
XAGE2	2.51113314179349
PDE11A	-2.14491483508104
PDIA4	1.17812314367527
FZD7	-1.16625947119437
SLC24A2	3.51806779810881
RAET1L	2.09136727934205
NAT2	1.47077779170437
PSD3	1.05627387564121
WIF1	-1.4044551023547
UGT2A1	1.04250556898731
BATF	1.24730185512012
ADAMTS3	-1.1101934015963
CXCL13	2.53974424674434
TSPAN7	-2.54369938016905
NODAL	-1.28529606408787
UBE2L6	1.06857572954706
RAB11FIP1	1.13084582815448
TBC1D31	1.19335596082097
ATAD2	1.94178182340442
COX6A2	2.52206314434914
ZIC3	1.5971712724856
LHFPL4	1.28900970907192
BUB1B	2.92730858085495
FANCD2	1.4226238575566
NMNAT2	-1.82670383613455
TMEM171	2.25372236885943
KLHL40	-1.54536479769693
TIMP4	-4.55434633039985
PPARG	-3.36136888358494
NRG1	-2.12209794089686
IL34	-1.04946021241578
KIT	-2.97222138934052
CACNA1D	1.42458720321801
CCNB2	3.07088658663034
ERG	-1.68363944794684
PREX2	-2.22076898960604
MX1	1.75076374170546
SPATS1	2.06411371176672
DMD	-2.95102116537959
DGKI	-1.01952527747468
KLHL29	-2.41314726920902
CABP1	-1.86458637555929
DPYSL5	2.20763906268941
OLFML2A	-1.06135375249634
CIB4	1.56938693892079
KRTCAP3	1.01757577311024
HPD	-3.02850492386209
RHPN1	2.32932800799344
MRAS	-2.23518073256361
SHROOM4	-1.19199117911668
H2BC5	2.68147974957526
TMSB15A	1.78941874753186
CATIP	1.17771186043833
NRG2	-2.33173911385125
ACSM3	-1.60257667375031
CD1A	3.14982165327871
PAGE5	2.08284673552096
SLAMF8	1.5232579022194
CDH15	1.50249369696699
HTR6	1.35027898006505
ZSCAN23	-1.16565081937289
NPM2	-1.00679352666822
CHRNB3	1.88325062345943
CACHD1	-2.08653573578956
TMEM141	1.23712918037768
MIS18A	1.09536004784752
SCRN2	-1.01538166481334
PRAC1	2.19437794022099
HOXB13	4.91745604897096
IGF2BP1	1.3497356052978
ACTC1	-1.05447103253432
SIM2	2.135334979892
PPP1R12B	-2.04850595100137
PLA2G4D	1.19490406330516
IRX6	-2.41451396206316
CES5A	1.06585654894277
CELF3	3.99712044282748
STARD9	-1.90945732727777
PGLYRP3	3.22341316727564
ISL2	2.72485242112226
TEPP	-1.80497660701655
TPPP3	-1.11627858783643
AGRP	1.33510833746865
NR2F6	1.26140374231265
HAPLN4	-2.1373836265872
CILP2	3.47388374728415
TFF3	2.6528285067504
TFF2	1.00983407915778
TFF1	2.88749842726699
TMPRSS3	1.17285187397272
RSPH1	1.80040636215068
HSF2BP	1.37499719097923
PWP2	1.08778296228035
FTCD	1.41907578850601
C21orf58	1.69707913441892
S100B	-2.83094522012825
CLDND2	-1.44376356139917
CACFD1	1.43760200957943
FCN2	-1.10488111413523
CYP2A7	2.31780409275338
PRX	-1.16606032617921
ST6GALNAC6	-1.20901494182854
KIR3DL3	1.1798383471705
TNNT1	4.50136557041189
TMEM190	3.04415533132534
TLCD1	2.4154365682014
PHLDB3	1.0947399537546
FLAD1	1.23783092876299
RUSC1	1.46456696769668
PAQR6	1.74674305628867
MYL3	-1.2710002184701
PPP1R35	1.30726753828475
PEAR1	-2.01434624798495
GPC2	1.88278750063009
FGFR4	1.7789545571983
CYP11B1	1.08925356178405
NACC1	1.44173052831835
LY6E	1.10981569276709
PPP1R16A	1.17409090563749
PGLYRP2	2.18236895086486
LRWD1	1.17110563577354
SCGB3A1	-1.455906321081
USP41	2.05599880152466
YDJC	1.43445416244394
COX7A1	-2.5465457425415
GRIN2C	1.46255571065032
FDXR	1.28670472855196
CYGB	-1.30138142952182
BAX	1.16693085872768
KLHL10	-1.52381970480235
KRT8	1.83815800191911
STAT5B	-1.20405080798704
DCD	2.56677997277991
CD300LG	-4.93714680101946
ASB16	1.37519423347578
FAM171A2	1.2672598429274
KRT86	1.73017437554926
CELA1	1.68167181767279
GRASP	-1.3860285948468
SYCE2	1.21428134408897
KRT72	1.33581590295916
IP6K3	1.0012872207519
PRSS33	3.32205920219823
POLR3K	1.45939996395375
SNRNP25	1.32037945898372
WDR90	1.20403978724387
CCDC78	3.58559670564109
SSTR5	2.44406705714737
PAQR4	2.62617595003334
FLYWCH2	1.20498876358962
GNG3	1.9074826042118
SPINDOC	1.02701665539614
TAL1	-1.92162903098441
RBP7	-2.23154832841006
DISP3	2.2750626811651
DRAXIN	1.09887090208559
LRRC53	2.30488052784421
LHX8	1.16736954858138
NBPF6	3.08334617747179
ASPM	3.5537205425276
OLFML2B	1.25056211045546
LMX1A	-2.41013689416494
LRRC52	1.0017533014456
FAM71A	-3.39509378540597
C1orf115	-1.19250633273217
LHCGR	-4.44450276281825
PKDCC	-2.02201334777055
MAPKAPK2	1.07188003036878
IL24	1.33344970547866
MRPL55	1.16014368251772
RFTN2	-1.20166351601604
CAPN13	1.86046121739286
KCNF1	3.42354506483963
KCNJ3	4.94355098857429
NEUROD1	1.53253548137581
ZSWIM2	-1.90840781709969
FBXO41	1.14330188658821
FAM228A	-2.78880278821052
CCDC74A	1.82783394873311
EN1	2.23782651292485
BNIPL	1.14467442159371
C1QTNF7	-2.50358307897101
FZD5	-1.02737315572102
GABRG1	-2.41920606809972
ALPG	2.2300742492844
ALPI	1.4902816069687
ATP13A4	-1.02208243371334
TAFA4	1.03882621696063
EOGT	-1.28631225444954
CCKAR	1.7422822869328
IGFN1	-1.02001606989853
EIF4E3	-1.05123347371998
PROK2	-1.28707213495389
TEX55	2.68900752410735
FSTL1	-1.34828341644716
PDCL2	1.92206484228362
CCT3	1.20436498058907
TMEM79	1.48931241411981
PTPRN	2.55541606266612
CRYBA2	4.00313810190096
CFAP65	2.10460175340734
IHH	1.16732477921113
EOMES	1.17114247774307
CIP2A	1.88151228720303
TGFBR2	-2.23015699720781
RETNLB	1.19727017661969
TRAT1	1.14710260043017
HDAC11	1.03913786274068
FBLN2	-1.34118676124086
RETSAT	-1.70598088920839
PPM1L	-1.05454534906753
CTLA4	1.28352830063529
NKX6-1	2.66033015946784
PRICKLE2	-1.19704164456225
CLRN1	1.23925783199827
TIPARP	-1.20245819405968
PTX3	-1.14616093017995
ABHD6	-1.16404357305782
C3orf67	1.90686790205171
SYN1	2.21208827563468
PCOLCE2	-4.58212774629989
CXCL3	-1.8695399917541
PPBP	-2.19263904385962
PF4	-2.47636010641983
TM4SF18	-1.24691783517343
ZNF502	-1.21307448001599
UCN	1.5464969460001
CLEC3B	-3.74493119455025
RTP3	2.41042462748495
LRRC2	-2.07001368048785
KLF15	-3.4016275521758
CAMK2N2	3.45429073186211
RHO	1.06749454325621
RFC4	1.23696245226874
RPL39L	1.3913880453921
IL17RD	-1.29853930547708
OTOP1	1.73080755055274
S100P	4.67170573296579
CLDN19	-3.30896896135393
H2AZ1	1.47221668768617
EMCN	-1.93504909940354
CAMP	4.0217510924763
CCDC36	-1.61988974883755
CAMKV	1.45546921173599
MST1R	1.45850818548965
POC1A	2.1135079214426
HMGB2	1.11047829206782
SAP30	1.09164132959792
MAD2L1	2.1269722403354
ASB5	-1.86931197791329
NPY1R	1.69711964105255
HHIP	-1.08047607725408
SLC45A2	1.52504833809133
RNF180	-1.36963875172521
F2RL2	1.68952064859324
ANKRD33B	-1.38738523844225
PRDM9	1.09894182632828
AFAP1L1	-1.58056876996351
CDC20B	3.98090937427874
ENPP6	-1.13260655104183
MAP1B	-1.10443188965018
CARTPT	6.58295073919072
ARHGEF28	-1.08098211170003
ADGRF2	1.31398873410852
ACSL6	1.0413432720327
GDF9	1.44933581861398
TLX3	5.54608868176328
TBXT	-1.1983092227153
BMPER	-2.01351475873122
RELL2	1.79813866159944
SLC29A4	-2.35453618532905
SHH	1.81885922671854
FNDC1	1.27875737014595
COL1A2	1.55875586875486
SOX17	-2.20431659755682
RAD21	1.01873862737285
PHKG1	-1.35144754403608
EN2	1.32600560801354
CSMD3	1.79210903995255
ANGPT1	-2.74201923572502
GPR146	-2.67395007605976
TMEM184A	1.49295565756563
SPAG11B	1.53152236664461
MICALL2	1.14267837514931
ASIC3	1.65897277893255
CDK5	1.39176761875104
SLC7A13	1.53242265862795
TMUB1	1.03271609762873
COX6C	2.74710054657599
DCAF13	1.23219164547461
DCSTAMP	1.1409410964737
RAD54B	1.49911259650873
GEM	-1.01969018590455
CNTNAP3	-2.03060329338612
ZMAT4	2.08560514230995
CPA6	2.56014629484586
ALDH1A1	-2.54781840141531
CCDC136	-1.26023996131062
SSMEM1	-1.31370495523784
CFAP47	3.22244992360545
METTL27	1.03162865332404
SYTL5	1.17437743056628
VEGFD	-4.91752090917157
AQP7	-5.13556080942896
ARMC3	2.80473306633016
MELK	3.57673270621817
DEUP1	1.08862776847755
SLC7A3	-3.02796779015084
LRFN5	-1.8110216127758
CFL2	-2.23523232396123
FOLR2	-1.93297142330064
HEPACAM	-4.39804069926557
PKNOX2	-1.16385042929497
DEPP1	-2.24303611371806
TMEM63C	1.61802232044842
NGB	2.8917719519518
SSX3	1.48317982114098
OXGR1	-1.23206045824387
VSTM4	-1.34057323611143
SOHLH1	3.33540004611155
CLEC7A	1.33001233122151
AK8	1.26156172792602
HPRT1	1.08781341357437
ZMYND19	1.04500374847996
NDRG2	-2.20352524054653
RNASE7	-2.53725197677927
ARHGEF40	-1.2550096693742
GAS1	-1.30581707170938
SERPINA9	2.63519742921742
RAPSN	1.21241024289699
SMCO2	2.04890940045006
NELL1	3.47248467449022
KCNC2	1.17152713952739
PIWIL4	-1.07434388295026
AMOTL1	-1.41568093723883
TCP11L2	-1.06907984164649
JAM3	-1.10860738853413
FOXN4	1.42773672293636
PPP1R14D	1.02238276252205
AVPR1A	-1.6580514126419
C16orf78	-1.0746052740669
LRTM2	5.44750293277634
LARP6	-1.63041880618752
C16orf71	1.78612367830376
SCN3B	-1.86384032632983
CLDN10	-1.08172299140873
CYYR1	-1.84056259790109
MYRFL	1.66363206043295
POTED	1.96693754616292
CRABP1	1.17481766117804
CHRNA5	1.05531114924181
CENPN	1.36944210055011
MFAP4	-2.48986849274766
CLEC3A	5.47976310312352
TK2	-1.10779714029377
A2ML1	3.02792161626604
TMED3	1.31328612997968
SLC38A8	2.21935639568359
CPLX4	1.42232694937265
IQCD	1.29130984234524
PPP1R16B	-1.8108855684332
MMP3	2.29926915937242
HTR3A	2.57378097458186
YPEL4	-1.41065407661757
FANCI	1.95222443008075
PCLAF	2.78033123550953
MYH11	-3.22657788148821
LDHD	-1.64198720576772
PLIN1	-5.33241300137745
RBPMS2	-1.69459127701284
GLYATL1	1.32621347131622
PLK1	3.37498524018299
GPR182	-2.16351393596513
NYAP1	-1.57977932681393
MS4A6E	-1.35302993319313
MS4A14	1.14731932760457
MS4A5	1.06922872081605
EPB42	-3.66661287350905
MS4A8	3.52841809074707
CCDC178	-3.01583822877441
CKMT1B	1.62275050800144
NAT16	2.02068955690246
TPX2	3.54071534599593
TMEM92	2.55427478031046
SLC27A4	1.03042838976472
TRPM2	1.29348582660168
PRR15L	1.3861686219339
GPRC5B	-1.22882122117809
C16orf92	2.41424721508682
NOD2	1.50877000001164
SNX20	1.06340346094626
LOXHD1	-1.07516642571079
PGAP3	1.40269460236795
CD3D	1.05711887739587
MMP26	1.64662089342553
OR51Q1	2.24597233976772
PRRT2	1.54888154734829
ZNF668	1.31001987559579
GNG8	1.58293611697697
BBC3	1.40705212118671
CA4	-5.33044570651346
PCSK4	1.53991127073285
JSRP1	1.43582193128885
CDT1	2.43617452571443
CACNB3	1.4371914278573
WNT10B	-1.29398533340043
RHEBL1	1.21915175776351
TUBA1C	1.44458315608775
CYP2A6	2.38578352638836
GPD1	-5.32784725357519
TMEM145	2.5160637379952
PPP1R14A	-2.27868387407821
SPINT2	1.39706066140662
C19orf33	2.82228563608724
PSCA	2.89399074203168
CHAF1A	1.08410872357765
PLIN4	-5.2326181313404
MFSD3	1.64995443990165
KIFC2	2.0782097043591
RILP	-1.20761074045307
CGB5	1.33203189087709
ANGPTL4	-1.8636790471076
RCOR2	2.2381530810889
IGFBP6	-3.21936805822182
ZNF560	1.32113202796867
CD300LF	1.0540280828395
TMEM88	-1.98851510533913
EVPL	1.69197778695824
MGAT5B	2.16493185078516
BIRC5	3.53094459497105
TK1	3.10021286309974
CYP7A1	-1.52549487070779
KRT16	1.49513337415578
METTL26	1.23101199750973
E4F1	1.03806079502378
ABCA3	1.01138418318658
KCTD5	1.06617934284666
PLAAT5	-2.19880626956238
FADD	1.10344613740318
BATF2	1.11152777179682
MAJIN	1.20034428863433
PBK	3.44383563438557
PNOC	1.1664382396315
NXNL1	-2.29699589300923
IRX1	-1.51129235142542
ZNF467	1.52573185602297
FGB	2.12321314040039
OR6F1	1.11127384870683
LKAAEAR1	3.0798395277299
ZNF280A	2.81051386662285
ATP1A3	3.20990910932876
PCSK9	1.651522850888
MZB1	1.34628460469393
FOXA3	2.2197368411552
HSD17B13	-4.06354356191492
PDGFD	-1.85069719587414
DDI1	2.16916448062791
VSTM2A	6.26366200046884
AHSP	-1.12436510153647
SCN11A	-1.7696423457553
BFSP2	2.03288207709159
CANT1	1.30252602110288
CKAP2L	3.20146200177747
PTGER4	-1.40856926423499
KCNAB1	-1.82776919145548
CDC25A	2.17591318828778
UMOD	1.41170506316542
CXXC5	1.00039635267511
VAT1L	-1.09796748767258
MYRIP	-1.203909994616
GP2	2.54498734849468
CDK5R2	4.14166602944097
CALB2	-2.09706208690358
SCAMP3	1.04156382379618
P2RY12	-2.54182705099409
PRSS27	1.42441253615105
TRH	4.027587474114
OR2K2	1.24790353861258
BUB1	3.29876237463856
PALM2AKAP2	-2.99806409466366
TEX13B	2.32206606906246
PYDC1	4.746049180368
KCNK9	2.62300055284473
ARHGAP6	-1.25695865268988
COL22A1	3.27493672560422
DONSON	1.38745635801986
SIX2	2.327329317676
POP7	1.09681870860871
NSG2	4.64374487525661
PPDPFL	-2.28440052412379
FUT3	1.87673295389751
TEX37	1.44979755619472
OR2B2	3.74563781919305
ARNT2	2.04547857019153
SLC50A1	1.89847323812036
SCN9A	-2.0425060717991
SHCBP1	2.49263175380226
SCN1A	2.12862461293423
HOXC4	1.05517098252228
TRABD	1.06503784036801
HOXC10	2.49616822547598
FOS	-2.58164972068415
KCNJ4	2.99293733824814
MRAP	-4.88938429111585
ZEB2	-1.50318280724508
CHST11	1.20973277378963
KREMEN2	4.13867077851963
SDR16C5	1.90049190161161
PROKR1	-2.48529889697237
ZNF296	1.67527409208962
REPS2	1.49775286391421
H2AC8	2.32376471287798
ANKK1	-1.18167254986032
GPRIN1	2.87497656101742
KCNS3	1.07430714932092
CAVIN2	-4.00000879062439
ADCYAP1R1	-2.59073898685166
FRMD3	-1.20591357195776
H1-4	3.52496921695574
HSPB2	-2.55678544128579
NUDT16L1	1.32500550257758
MACROH2A1	1.05116201384322
GPR22	2.28272389914302
SLC6A19	2.17386206416737
CDKN2A	2.76515400466073
SOX7	-1.81590798753137
IL13	-1.22826152106706
LDB2	-2.15547567141224
SH3D19	-2.01769210512861
RRM2	3.32348726308127
KNDC1	1.85877252564545
KRT78	1.58184462808417
CTNND2	1.10646043989682
RNASE2	1.05103571581444
COL3A1	1.38202700162626
OR1F1	3.31355848855092
PTCRA	1.33721295372746
RGL1	-1.49284388713526
CST5	6.58020306695462
CST2	4.77475077025854
PCNX1	-1.04293410474948
CST1	6.98147780377503
SHE	-2.06932738658847
LONRF3	-1.43106913657388
PGK2	3.38076539147127
TACR3	2.16217045554223
MUC7	-1.79099884706589
HES4	1.42664565215767
SIK2	-2.42276585062078
COL4A3	-1.27303120855508
ADH1B	-5.18899086506278
